,Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES,base_rdkit_smiles
616,KCLONPRRKHVPLU-AQYSXWTQNA-N,CHEMBL2158838,3269,A,7.5,chembl20,856370,9606,HRH1,2055,C1(=C(C=CC(=C1)OC2CCN(CC2)CC3CCN(CC3)[C@@H](CC4=CC=C(C=C4)Cl)C(=O)O)Cl)Cl,O=C(O)[C@H](Cc1ccc(Cl)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
617,KIZHXXNZJUOENQ-UHFFFAOYNA-N,CHEMBL568892,3269,A,7.7,chembl20,599955,9606,HRH1,2055,C(C1=CC=CC=C1)(C=2C=CC=CC2)(C3CCN(CCCCC=4C=CC(=CC4)C(=O)OC)CC3)O,COC(=O)c1ccc(CCCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
618,KUCRPWOVGMMXDP-FDMCOVCTNA-N,CHEMBL96158,3269,A,7.85,chembl20,84421,9606,HRH1,2055,[C@H]12[C@@H](C=3C(=CC=CC3)OC4=C1C=CC=C4)CC(O2)CN(C)C,CN(C)CC1C[C@@H]2c3ccccc3Oc3ccccc3[C@H]2O1
619,KUCRPWOVGMMXDP-MRJVUNAPNA-N,CHEMBL330713,3269,A,7.49,chembl20,84421,9606,HRH1,2055,[C@H]12[C@H](C=3C(=CC=CC3)OC4=C1C=CC=C4)CC(O2)CN(C)C,CN(C)CC1C[C@H]2c3ccccc3Oc3ccccc3[C@H]2O1
620,MSMKOTVNTGCTFQ-UHFFFAOYNA-N,CHEMBL1669406,3269,A,7.39,chembl20,718096,9606,HRH1,2055,C1=CC=C2C(CC3=CN=CC=N3)=C(CC2=C1)CCN(C)CCC,CCCN(C)CCC1=C(Cc2cnccn2)c2ccccc2C1
621,MSNSHZJXNNLNOS-UYBDAZJANA-N,CHEMBL65849,3269,A,5.11,chembl20,84430,9606,HRH1,2055,C=1(C2=C(CCCCC2)N=C3C1C=CC=C3)NCCCN(C)C,CN(C)CCCNc1c2c(nc3ccccc13)CCCCC2
622,MSPFRPWEGPBFTC-UHFFFAOYNA-N,CHEMBL1093607,3269,A,6.91,chembl20,624292,9606,HRH1,2055,C1=CC=C2C(=C1)SC(CCN(C)C)=C2C(N3C=CN=C3)C,CC(c1c(CCN(C)C)sc2ccccc12)n1ccnc1
623,MSQRTETUBFIHMP-UHFFFAOYNA-N,CHEMBL84931,3269,A,8.59,chembl20,84541,9606,HRH1,2055,N12C(C3=C(C=CC=C3)CC4=C1C=C(C=C4)F)CC(O2)CN(C)C,CN(C)CC1CC2c3ccccc3Cc3ccc(F)cc3N2O1
624,MVKKLGNVARQKRP-UHFFFAOYNA-N,11653679,3269,A,6.7244600000000005,pubchem,342782,9606,HRH1,2055,ClC1=CC=C(N2CCN(CCC2)CCCC(=O)C=3C=CC(F)=CC3)C=C1,O=C(CCCN1CCCN(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
625,MVWVFYHBGMAFLY-MPIMZMORNA-N,60854,24448,A,6.8239100000000015,pubchem,330561,10116,HRH1,2055,ClC1=C(CCN2CCN(CC2)C3=NSC4=C3C=CC=C4)C=C5C(NC(=O)C5)=C1,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1
626,MVWVFYHBGMAFLY-MPIMZMORNA-N,CHEMBL708,3269,A,8.28,chembl20,84427,9606,HRH1,2055,C1(=NSC2=C1C=CC=C2)N3CCN(CC3)CCC=4C(=CC=5NC(CC5C4)=O)Cl,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1
627,MUPZZNZQFUCJBT-JQCNPQIDNA-N,59295982,3269,A,7.7000600000000015,pubchem,716957,9606,HRH1,2055,ClC=1C=C(OC2CCN(CC2)C[C@H](O)CNC(=O)C3=C4C(C=C(S(=O)(=O)N)C=C4)=C(O)N=C3)C=CC1Cl,NS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)cnc(O)c2c1
628,MXRUKGSLFINORK-VJSLDGLSNA-N,CHEMBL3238447,3269,A,5.65,chembl20,1338137,9606,HRH1,2055,C1(N(C(C(N1)(C=2C=CC=CC2)C=3C=CC=CC3)=O)CC=4C=CC(=CC4)OCCCN5CCCCC5)=O,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1Cc1ccc(OCCCN2CCCCC2)cc1
629,MXYJVPGKILUPBU-UHFFFAOYNA-N,CHEMBL271632,3269,A,6.0,chembl20,465005,9606,HRH1,2055,C1=CC=C2C(=C1C=3N(C(SCCCN4CCC=5C(CC4)=CC6=C(C5)SC(=N6)C)=NN3)C)C=CC(=N2)C,Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(C)sc6cc5CC4)n3C)cccc2n1
630,MXYUKLILVYORSK-HKBOAZHANA-N,CHEMBL2103769,24448,N,4.95,chembl20,858531,10116,HRH1,2055,N1([C@H](CC(=O)C=2C=CC=CC2)CCC[C@@H]1C[C@@H](C3=CC=CC=C3)O)C,CN1[C@H](CC(=O)c2ccccc2)CCC[C@@H]1C[C@H](O)c1ccccc1
631,MXYUKLILVYORSK-HKBOAZHANA-N,CHEMBL2103769,3269,N,4.35,chembl20,858530,9606,HRH1,2055,N1([C@H](CC(=O)C=2C=CC=CC2)CCC[C@@H]1C[C@@H](C3=CC=CC=C3)O)C,CN1[C@H](CC(=O)c2ccccc2)CCC[C@@H]1C[C@H](O)c1ccccc1
632,NCNFDKWULDWJDS-OAHLLOKONA-N,CHEMBL2103778,24448,A,5.19,chembl20,84718,10116,HRH1,2055,C12=C(N3CCCC=4C3=C1C=CC4)CC[C@@H](C2=O)CN5C(=NC=C5)C,Cc1nccn1C[C@H]1CCc2c(c3cccc4c3n2CCC4)C1=O
633,MYZGZNJBQOQRTJ-PNDHVTJENA-N,CHEMBL2158788,3269,A,7.2,chembl20,856370,9606,HRH1,2055,C1(=C(C=CC(=C1C)OC2CCN(CC2)CC3CCN(CC3)[C@@H](CC4=CC=CC=C4)C(=O)O)Cl)Cl,Cc1c(OC2CCN(CC3CCN([C@@H](Cc4ccccc4)C(=O)O)CC3)CC2)ccc(Cl)c1Cl
634,NAGKIWFBALBSMD-UHFFFAOYNA-N,CHEMBL558339,3269,A,7.23,chembl20,584293,9606,HRH1,2055,C=1C=C2N=C(N3CCC(CC3)N4C=CC=C4)N(C2=CC1)CC=5C=CC(=CC5)F,Fc1ccc(Cn2c(N3CCC(n4cccc4)CC3)nc3ccccc32)cc1
635,NANQRVOKMXDMNL-AWEZNQCLNA-N,CHEMBL564144,3269,A,8.4,chembl20,760134,9606,HRH1,2055,C1=CC=C2C(=C1)SC(CCN(C)C)=C2[C@H](C=3C=CC=CN3)C,C[C@@H](c1ccccn1)c1c(CCN(C)C)sc2ccccc12
636,NANQRVOKMXDMNL-CQSZACIVNA-N,CHEMBL1090433,3269,N,3.59,chembl20,624292,9606,HRH1,2055,C1=CC=C2C(=C1)SC(CCN(C)C)=C2[C@@H](C=3C=CC=CN3)C,C[C@H](c1ccccn1)c1c(CCN(C)C)sc2ccccc12
637,NANQRVOKMXDMNL-UHFFFAOYNA-N,CHEMBL1090432,3269,A,7.92,chembl20,624292,9606,HRH1,2055,C1=CC=C2C(=C1)SC(CCN(C)C)=C2C(C=3C=CC=CN3)C,CC(c1ccccn1)c1c(CCN(C)C)sc2ccccc12
638,NZFSPDVTABQASR-YKAHEYAYNA-N,59296081,3269,A,8.60033,pubchem,716957,9606,HRH1,2055,ClC=1C=C(OC2CCN(CC2)C[C@H](O)CNC(=O)C3=C4C(C=C(S(=O)(=O)N5CCC5)C=C4)=C(O)N=C3)C=CC1Cl,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cnc(O)c2cc(S(=O)(=O)N3CCC3)ccc12
639,NUAABSUTOZGFHF-UHFFFAOYNA-N,CHEMBL15601,24448,A,7.4,chembl20,84709,10116,HRH1,2055,C1(N(C=2C=CC(=CC2S1)CCN3CCN(CC3)CC4=CC(Cl)=C(C=C4)Cl)C)=O,Cn1c(=O)sc2cc(CCN3CCN(Cc4ccc(Cl)c(Cl)c4)CC3)ccc21
640,NWUBEEIEKUQVJL-LBOYIXSDNA-N,17963336,3269,A,7.7000600000000015,pubchem,701282,9606,HRH1,2055,ClC=1C=C(OC2CCN(C3CCN(CC3)C(=O)NS(=O)(=O)C=4C=C(C=CC4)C#N)CC2)C=CC1Cl,N#Cc1cccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1
641,NWWFCAFBMXDHNK-LILDFLRNNA-N,CHEMBL155314,3269,A,5.7,chembl20,84547,9606,HRH1,2055,N1=CNC=C1CCCCCCCCCCCCCCN,NCCCCCCCCCCCCCCc1c[nH]cn1
642,NYAIYQKWZFWRCU-MPIMZMORNA-N,24740862,3269,A,6.0830199999999985,pubchem,470737,9606,HRH1,2055,FC1=C(OCC)C=C(CN2CCC(NC=3OC=4C(N3)=CC=CC4)CC2)C=C1,CCOc1cc(CN2CCC(Nc3nc4ccccc4o3)CC2)ccc1F
643,NYMPDEKHLLUZPU-SREBMQDQNA-N,46882182,3269,A,5.30103,pubchem,470737,9606,HRH1,2055,S(=O)(=O)(N(C)C)C1=CC=2N=C(OC2C=C1)NC3CCN(CC3)CC4=CC(OCC)=C(N5C=CC=C5)C(OCC)=C4,CCOc1cc(CN2CCC(Nc3nc4cc(S(=O)(=O)N(C)C)ccc4o3)CC2)cc(OCC)c1-n1cccc1
644,NXHYSNCNFYHMIU-ZNOMHFOANA-N,CHEMBL2171032,3269,A,6.7,chembl20,862026,9606,HRH1,2055,O=S(=O)(C=1C=C(C(N2CC[C@@H](N3CCC(OC=4C=CC(=C(C4)Cl)Cl)CC3)[C@@H](C2)C(=O)O)=O)C=CC1)C,CS(=O)(=O)c1cccc(C(=O)N2CC[C@@H](N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)[C@H](C(=O)O)C2)c1
645,NXSLQNZNLLDVBI-UHFFFAOYNA-N,CHEMBL3094216,3269,A,5.7,chembl20,1280381,9606,HRH1,2055,C1CCN(CC1)CCCOC2=CC=C3C(=C2)CCN(CC3)CC4OCCC4,c1cc2c(cc1OCCCN1CCCCC1)CCN(CC1CCCO1)CC2
646,NUTCIQIPIDPFOT-UHFFFAOYNA-N,71456045,3269,A,5.85387,pubchem,718721,9606,HRH1,2055,O(C=1C(N2CCN(CC2)CC=3C=4C(=C(C3)CO)C=CC=CC4)=CC=CC1)C,COc1ccccc1N1CCN(Cc2cc(CO)c3cccccc2-3)CC1
647,NSRMKMSTPLJNHM-UHFFFAOYNA-N,CHEMBL1222552,3269,A,9.2,chembl20,651968,9606,HRH1,2055,C=1C=C2C(=CC1)CN3C(C(=C2)N4CCNCC4)=NC=C3,C1=C(N2CCNCC2)c2nccn2Cc2ccccc21
648,NTBSVMCWAHSWAK-YLOCQQLVNA-N,CHEMBL96471,3269,A,7.53,chembl20,84421,9606,HRH1,2055,[C@H]12[C@@H](C=3C(=CC=CC3)CC4=C1C=CC=C4)CC(O2)CN5CCC(CC5)C6=CC=CC=C6,c1ccc(C2CCN(CC3C[C@@H]4c5ccccc5Cc5ccccc5[C@H]4O3)CC2)cc1
649,AUXZCLHKLUWDDZ-LQFNOIFHNA-N,CHEMBL180632,24448,A,7.0,chembl20,305278,10116,HRH1,2055,S(N1CCN(CC1)C)(=O)(=O)CCCN2CCC(CNC(C3=C4C(OCCO4)=CC=C3)=O)CC2,CN1CCN(S(=O)(=O)CCCN2CCC(CNC(=O)c3cccc4c3OCCO4)CC2)CC1
650,NTHUVTORAXKPJS-BTXAGOHHNA-N,CHEMBL1096429,3269,A,6.08,chembl20,629747,9606,HRH1,2055,N1C=C(CCCNC(N)=NC(C[C@H](C)C2=CC=CC=C2)=O)N=C1,C[C@@H](CC(=O)N=C(N)NCCCc1c[nH]cn1)c1ccccc1
651,NTHUVTORAXKPJS-DGOUWDGONA-N,46887041,3269,A,5.21,pubchem,478884,9606,HRH1,2055,O=C(N/C(=N/CCCC=1NC=NC1)/N)C[C@H](C2=CC=CC=C2)C,C[C@H](CC(=O)N/C(N)=N/CCCc1cnc[nH]1)c1ccccc1
652,NTHUVTORAXKPJS-HRWKMIKQNA-N,46830167,3269,A,6.08,pubchem,478884,9606,HRH1,2055,O=C(N/C(=N/CCCC=1NC=NC1)/N)C[C@@H](C2=CC=CC=C2)C,C[C@@H](CC(=O)N/C(N)=N/CCCc1cnc[nH]1)c1ccccc1
653,NTHUVTORAXKPJS-ZTWHWBLCNA-N,CHEMBL1096428,3269,A,5.21,chembl20,629747,9606,HRH1,2055,N1C=C(CCCNC(N)=NC(C[C@@H](C)C2=CC=CC=C2)=O)N=C1,C[C@H](CC(=O)N=C(N)NCCCc1c[nH]cn1)c1ccccc1
654,NLEQSFUEJXECJY-UHFFFAOYNA-N,57345618,3269,A,6.29328,pubchem,644866,9606,HRH1,2055,ClC1=CC=C(N2CCN(CCC2)CCCOC3=CC=C(F)C=C3)C=C1,Fc1ccc(OCCCN2CCCN(c3ccc(Cl)cc3)CC2)cc1
655,NMLHPAJBQUFHAV-JEENKMFRNA-N,CHEMBL2158777,3269,A,6.8,chembl20,856370,9606,HRH1,2055,C1(=C(C=CC(=C1)OC2CCN(CC2)CC3CCN(CC3)[C@@H](CC4=CC(=CC=C4)C(F)(F)F)C(=O)O)Cl)Cl,O=C(O)[C@H](Cc1cccc(C(F)(F)F)c1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
656,NMOWFTXQHLZDDV-FQEVSTJZNA-N,CHEMBL104808,3269,A,5.04,chembl20,84425,9606,HRH1,2055,S(N[C@@H]1CN(CCCOC2=CC=C(C(C3CC3)=O)C=C2)CC1)(C4=CC=C(C=C4)F)(=O)=O,O=C(c1ccc(OCCCN2CC[C@H](NS(=O)(=O)c3ccc(F)cc3)C2)cc1)C1CC1
657,NNACHAUCXXVJSP-UHFFFAOYNA-N,CHEMBL462605,3269,A,5.94,chembl20,1338137,9606,HRH1,2055,C1CCCN(C1)CCCOCCCC2=CC=C(C=C2)Cl,Clc1ccc(CCCOCCCN2CCCCC2)cc1
658,NQTXEWZDVUMZDO-PKRZOPRNNA-N,71462390,3269,A,7.5000399999999985,pubchem,701282,9606,HRH1,2055,ClC=1C=C(OC2CCN(C3CCN(CC3)C(=O)C=4C=CC(=CC4)C5=NNN=N5)CC2)C=CC1Cl,O=C(c1ccc(-c2nn[nH]n2)cc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
659,NMEALLMQARPNTN-UHFFFAOYNA-N,CHEMBL563055,3269,A,7.85,chembl20,584293,9606,HRH1,2055,C1=CC=C2N(C(N3CCC(CC3)NCC4CCOCC4)=NC2=C1)CC=5C=CC(=CC5)OC,COc1ccc(Cn2c(N3CCC(NCC4CCOCC4)CC3)nc3ccccc32)cc1
660,OLWRVVHPJFLNPW-CEZQZSTCNA-N,CHEMBL85606,3269,A,6.2,chembl20,465005,9606,HRH1,2055,C(C1=C2C(=NC=C1)C=CC=C2)(N[C@@H]3CC[C@@H](CCN4CC5=C(C=C(C#N)C=C5)CC4)CC3)=O,N#Cc1ccc2c(c1)CCN(CC[C@H]1CC[C@H](NC(=O)c3ccnc4ccccc34)CC1)C2
661,OHBPVXVMMZZMKM-UHFFFAOYNA-N,CHEMBL181085,3269,A,8.12,chembl20,302917,9606,HRH1,2055,C(N(O)CCC#CC1=CC=C(C=C1)OCCCCN2CCN(CC2)C(C=3C=CC(=CC3)F)C=4C=CC(=CC4)F)(OCC(C)C)=O,CC(C)COC(=O)N(O)CCC#Cc1ccc(OCCCCN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1
662,OHKBLWVRXBNICP-UHFFFAOYNA-N,CHEMBL1783965,3269,A,6.8,chembl20,750451,9606,HRH1,2055,C1(=CC=C2C(=C1)C3=C(N2CCC4=CC=NC=C4)CCN(C3)C)C,Cc1ccc2c(c1)c1c(n2CCc2ccncc2)CCN(C)C1
663,OORNIOGZQUYGRW-UHFFFAOYNA-N,54579956,3269,A,6.21467,pubchem,600294,9606,HRH1,2055,FC1=CC=2C3=C(N(C2C=C1)CCC4=NC=CC=C4)CCN(C3)C,CN1CCc2c(c3cc(F)ccc3n2CCc2ccccn2)C1
664,ONISVGVNTCDONI-LQFNOIFHNA-N,CHEMBL3233067,3269,A,5.21,chembl20,1338137,9606,HRH1,2055,C1(N(C(C(N1)(C=2C=CC=CC2)C=3C=CC=CC3)=O)CCCN4CCCCC4)=O,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1CCCN1CCCCC1
665,ONRXABULYAHOMS-UHFFFAOYNA-N,CHEMBL1617548,3269,N,4.97,chembl20,790127,9606,HRH1,2055,O=C(CN1C=2C(N(C1=N)CC=C)=CC=CC2)C=3C=CC=CC3,C=CCn1c(=N)n(CC(=O)c2ccccc2)c2ccccc21
666,ONUZLDLDGNZGFE-UHFFFAOYNA-N,CHEMBL311231,3269,A,6.0,chembl20,84540,9606,HRH1,2055,N12C(C3=C(C=CC=C3)CC4=C1C=CC=C4)CC(O2)CN5CCNCC5,c1ccc2c(c1)Cc1ccccc1N1OC(CN3CCNCC3)CC21
667,OIZJONXKUPPZIC-UHFFFAOYNA-N,CHEMBL1093623,3269,A,8.6,chembl20,625162,9606,HRH1,2055,C1(=CC=C2C(C(CCN(C)C)CC2=C1)=C(C)C=3SC=CN3)OC,COc1ccc2c(c1)CC(CCN(C)C)C2=C(C)c1nccs1
668,OIZYYUJMNZAXNN-UHFFFAOYNA-N,CHEMBL1767155,3269,A,8.2,chembl20,741663,9606,HRH1,2055,C=1C=C(CC2=NN(CC3CCN(C3)C)C(=O)C=4C2=CC=CC4)C=CC1Cl,CN1CCC(Cn2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)C1
669,OKSDPUBPIUWZPV-UHFFFAOYNA-N,CHEMBL598753,3269,A,5.58,chembl20,612232,9606,HRH1,2055,C1=CC=C2C(C(CN)C=3C=4C(C=CC3C2)=CC(=CC4)OC)=C1,COc1ccc2c3c(ccc2c1)Cc1ccccc1C3CN
670,OLJSGKYQYTWQNJ-UYBDAZJANA-N,25147772,3269,A,7.7000600000000015,pubchem,408968,9606,HRH1,2055,ClC1=CC2=C(N=C(N3CCN(CC3)C)N=C2C=C1)NCC=4SC=CC4,CN1CCN(c2nc(NCc3cccs3)c3cc(Cl)ccc3n2)CC1
671,NSMCYUMPIGJKHV-UHFFFAOYNA-N,CHEMBL1940418,3269,A,6.78,chembl20,797758,9606,HRH1,2055,C=1C=C(CCCCN2CCN(CC2)C=3N=CC=CC3)C=CC1F,Fc1ccc(CCCCN2CCN(c3ccccn3)CC2)cc1
672,NWCYKTKORNLIRC-MFGQBEIINA-N,CHEMBL1278115,3269,A,7.6,chembl20,685205,9606,HRH1,2055,[C@]12(CC(CC1)NCCC(=O)O)CC3=C(C=CC=C3)CC=4C=CC=CC24,O=C(O)CCNC1CC[C@@]2(Cc3ccccc3Cc3ccccc32)C1
673,NWCYKTKORNLIRC-ORYMRANXNA-N,CHEMBL1278114,3269,A,8.0,chembl20,685205,9606,HRH1,2055,[C@@]12(CC(CC1)NCCC(=O)O)CC3=C(C=CC=C3)CC=4C=CC=CC24,O=C(O)CCNC1CC[C@]2(Cc3ccccc3Cc3ccccc32)C1
674,LSHDMKHXFDYKLP-WSMKUOCGNA-N,CHEMBL2207659,3269,A,7.6,chembl20,884700,9606,HRH1,2055,C1=C(C=CC(=C1C)OC2CCN(CC2)C[C@@H](CNC(C=3C(=NNC3)C(F)(F)F)=O)O)Cl,Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]nc2C(F)(F)F)CC1
675,LSHDMKHXFDYKLP-YCCBMTNFNA-N,59296100,3269,A,7.59998,pubchem,716957,9606,HRH1,2055,ClC1=CC(=C(OC2CCN(CC2)C[C@H](O)CNC(=O)C3=C(NN=C3)C(F)(F)F)C=C1)C,Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2cn[nH]c2C(F)(F)F)CC1
676,LSIFHTLGRJYRRF-UHFFFAOYNA-N,CHEMBL140483,24448,A,5.7,chembl20,84706,10116,HRH1,2055,C1(C2=NC=CC=C2CCC3=C1C=CC=C3)C=4CCN(CC4)C(=O)C,CC(=O)N1CC=C(C2c3ccccc3CCc3cccnc32)CC1
677,LQNLNHOIPAAEJI-UHFFFAOYNA-N,CHEMBL94480,3269,A,8.2,chembl20,84418,9606,HRH1,2055,C=1(N(C2=CC=CC=C2N1)CC=3N=CC=CC3)C(C4CCN(CC4)CCC5(CN(C(C6=CC(OC)=C(C(=C6)OC)OC)=O)CC5)C=7C=CC(=CC7)F)=O,COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccccn4)CC3)(c3ccc(F)cc3)C2)cc(OC)c1OC
678,PBYSLXLVOFLVAY-LBOYIXSDNA-N,9932698,3269,A,7.19382,pubchem,517793,9606,HRH1,2055,FC1=CC=C(N2C=C(C3CCN(CC3)CCN4CCNC4=O)C5=C2C=CC(=C5)CN)C=C1,NCc1ccc2c(c1)c(C1CCN(CCN3CCNC3=O)CC1)cn2-c1ccc(F)cc1
679,OZETYYSIKGRYTO-UHFFFAOYNA-N,CHEMBL79838,3269,A,6.0,chembl20,84540,9606,HRH1,2055,N12C(C3=C(C=CC=C3)CC4=C1C=CC=C4)CC(O2)CN5CCN(CC5)C6=CC(Cl)=CC=C6,Clc1cccc(N2CCN(CC3CC4c5ccccc5Cc5ccccc5N4O3)CC2)c1
680,PEDXQUUSXXYPJU-YXEXQFSSNA-N,CHEMBL291166,3269,A,6.45,chembl20,84539,9606,HRH1,2055,C1(=C(N(C)C(C[C@@H]1C2=CC(F)=C(C=C2)F)=O)C)C(=O)NCCCN3CCC(CC3)(C#N)C4=CC=C(C=C4)F,CC1=C(C(=O)NCCCN2CCC(C#N)(c3ccc(F)cc3)CC2)[C@@H](c2ccc(F)c(F)c2)CC(=O)N1C
681,PHHPFXWDLDXLPN-LELJVTLKNA-N,71455217,3269,A,7.5000399999999985,pubchem,701282,9606,HRH1,2055,ClC=1C=C(OC2CCN(C3CCN(CC3)C(=O)NS(=O)(=O)C=4C=C(C=CC4)C)CC2)C=CC1Cl,Cc1cccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1
682,PHLBKPHSAVXXEF-UHFFFAOYNA-N,CHEMBL621,3269,A,7.38,chembl20,774767,9606,HRH1,2055,N12C(N(CCCN3CCN(CC3)C=4C=C(Cl)C=CC4)N=C1C=CC=C2)=O,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
683,PCRWWFINVOSHRN-ZTOFUINCNA-N,CHEMBL2208425,3269,A,7.8,chembl20,887254,9606,HRH1,2055,C1(=C(C=CC(=C1)OC2CCN(CC2)C[C@@H](CNC(=O)C=3N=C4N(C3)C=C(C=C4)F)O)Cl)Cl,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cn2cc(F)ccc2n1
684,PFSYJJKLBNXBAA-NRFANRHFNA-N,CHEMBL107293,3269,A,5.26,chembl20,84425,9606,HRH1,2055,S(N[C@@H]1CN(CCCOC=2C=CC(C(C3CC3)=O)=CC2)CC1)(C4=CC=C(C=C4)C)(=O)=O,Cc1ccc(S(=O)(=O)N[C@H]2CCN(CCCOc3ccc(C(=O)C4CC4)cc3)C2)cc1
685,PGGCRGAETLNAJC-UHFFFAOYNA-N,CHEMBL426317,3269,A,6.08,chembl20,346849,9606,HRH1,2055,N1(C(=O)N(CCCCN2CCN(CC2)C3=CC=CC(=C3)OC)N=CC1=O)C,COc1cccc(N2CCN(CCCCn3ncc(=O)n(C)c3=O)CC2)c1
686,PFEUKVRZIQOBBQ-UHFFFAOYNA-N,CHEMBL15941,24448,A,7.0,chembl20,84709,10116,HRH1,2055,C1(N(C=2C=CC(=CC2S1)CCCCN3CCN(CC3)CC4=CC=CC=C4)C)=O,Cn1c(=O)sc2cc(CCCCN3CCN(Cc4ccccc4)CC3)ccc21
687,NRNPLYWFPSCQAF-UHFFFAOYNA-N,CHEMBL1092650,3269,A,8.82,chembl20,625162,9606,HRH1,2055,C1(=CC=C2C(=C(CCN(C)C)CC2=C1)CC3=C(N=CC=N3)OC)Cl,COc1nccnc1CC1=C(CCN(C)C)Cc2cc(Cl)ccc21
688,OWPHKTVZEZNCMB-UHFFFAOYNA-N,44373221,3269,A,6.8632800000000005,pubchem,454690,9606,HRH1,2055,NCCC1C=2C(CC=3C1=CC=CC3)=CC=CC2,NCCC1c2ccccc2Cc2ccccc21
689,OVTUKEYYZWXZMJ-UHFFFAOYNA-N,CHEMBL1092767,3269,A,7.46,chembl20,624292,9606,HRH1,2055,C1=CC=C2C(=C1)SC(CCN(C)C)=C2C(C3=NC=CS3)C,CC(c1nccs1)c1c(CCN(C)C)sc2ccccc12
690,OWANSEFRVFQYIX-UHFFFAOYNA-N,CHEMBL10826,24448,A,6.64,chembl20,84703,10116,HRH1,2055,C1(C=2N=CC(=CC2CCC3=C1C=CC(Cl)=C3)C4=CC=CC=C4)=C5CCN(CC5)C(=O)C,CC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cc(-c4ccccc4)cnc32)CC1
691,OWMBYQVIMDTSAW-HNNXBMFYNA-N,CHEMBL1092663,3269,A,8.38,chembl20,625162,9606,HRH1,2055,C1(=CC=C2C(=C(CCN(C)C)CC2=C1)[C@H](C3=CN=CC=N3)C)C,Cc1ccc2c(c1)CC(CCN(C)C)=C2[C@@H](C)c1cnccn1
692,OZTFIAAWMZADJF-LILDFLRNNA-N,CHEMBL451,3269,A,6.68,chembl20,774767,9606,HRH1,2055,[N+]1(=C(C=2C(=CC=C(C2)Cl)NC(C1)=NC)C=3C=CC=CC3)O,CN=C1C[N+](O)=C(c2ccccc2)c2cc(Cl)ccc2N1
693,OZUNHSMQAVTNLW-UHFFFAOYNA-N,CHEMBL1923535,3269,N,4.96,chembl20,790127,9606,HRH1,2055,C=1C=C(C=CC1)OC2=CC=CC=C2CCN,NCCc1ccccc1Oc1ccccc1
694,OZZLMZAQJKSGCB-UHFFFAOYNA-N,CHEMBL257946,3269,A,7.0,chembl20,465005,9606,HRH1,2055,C1=CC=C2C(=C1C=3N(C(SCCCN4CCC=5C(CC4)=CC6=C(C5)ON=C6C)=NN3)C)C=CC(=N2)C,Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6onc(C)c6cc5CC4)n3C)cccc2n1
695,OYPLAXJPSYQQHQ-UHFFFAOYNA-N,CHEMBL274357,24448,A,6.64,chembl20,84703,10116,HRH1,2055,C1(C2=C(CCC3=C1C=CC(Cl)=C3)C(C)=CC=N2)=C4CCN(CC4)C(=O)C,CC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3c(C)ccnc32)CC1
696,OYUFXMRRZYKKDL-UHFFFAOYNA-N,CHEMBL255827,3269,A,5.6,chembl20,465005,9606,HRH1,2055,O1C=NC(C)=C1C=2N(C(SCCCN3CCC=4C(=CC5=C(C4)N=C(O5)C)CC3)=NN2)C,Cc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2ocnc2C)n1C)CC3
