,Compound ID,Uniprot ID,Compound Name,Standard inchi key,Max Phase,Target Pref Name,Gene Names,Target Class,Wild type or mutant,Mutation information,PubMed ID,End Point Standard Type,End Point Standard Relation,End Point Standard Value,End Point Standard Units,Endpoint Mode of Action,Assay Format,Assay Type,Assay Sub Type,Inhibitor Type,Detection Technology,Compound concentration value,Compound concentration value units,Substrate type,Substrate Type Standard Relation,Substrate Type Standard Value,Substrate Type Standard Units,Assay cell line,Assay Description,Activity Comments,Title,Journal,Year,Volume,Issue,Authors,Annotation Comments,Assay ID,DTC Tid,DTC Activity ID,DTC Molregno,Record ID,DTC Document ID
520,CHEMBL223715,P46098,KKHT-10612,RLQXOTMOPGYNGI-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,IC50,=,800.0,NM,,,,,,,,,,,,,,Antagonist activity at 5HT3A receptor expressed in Xenopus oocyte,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578446.0,DTCT0023221,2887684,DTCC00002548,1211131,34988
521,CHEMBL223715,P46098,KKHT-10612,RLQXOTMOPGYNGI-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,VMAX,=,96.4,%,,,,,,,,,,,,,,Inhibition of 5HT3A receptor expressed in Xenopus oocyte relative to bemesetron,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578445.0,DTCT0023221,2887659,DTCC00002548,1211131,34988
522,CHEMBL223951,P46098,KKHT-10617,FIJJTIJVCAYUQE-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,IC50,=,2100.0,NM,,,,,,,,,,,,,,Antagonist activity at 5HT3A receptor expressed in Xenopus oocyte,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578446.0,DTCT0023221,2887688,DTCC00002553,1536021,34988
523,CHEMBL223951,P46098,KKHT-10617,FIJJTIJVCAYUQE-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,VMAX,=,96.0,%,,,,,,,,,,,,,,Inhibition of 5HT3A receptor expressed in Xenopus oocyte relative to bemesetron,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578445.0,DTCT0023221,2887663,DTCC00002553,1536021,34988
524,CHEMBL224008,P46098,,ISRIWKVGGLFNBT-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,IC50,=,2700.0,NM,,,,,,,,,,,,,,Antagonist activity at 5HT3A receptor expressed in Xenopus oocyte,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578446.0,DTCT0023221,2887683,DTCC00111170,727227,34988
525,CHEMBL224008,P46098,,ISRIWKVGGLFNBT-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,VMAX,=,107.4,%,,,,,,,,,,,,,,Inhibition of 5HT3A receptor expressed in Xenopus oocyte relative to bemesetron,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578445.0,DTCT0023221,2887658,DTCC00111170,727227,34988
526,CHEMBL224159,P46098,KKHT-10109,JXEWFPXPEYRYSN-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,IC50,=,19800.0,NM,,,,,,,,,,,,,,Antagonist activity at 5HT3A receptor expressed in Xenopus oocyte,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578446.0,DTCT0023221,2887674,DTCC00002555,1726697,34988
527,CHEMBL224159,P46098,KKHT-10109,JXEWFPXPEYRYSN-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,VMAX,=,80.0,%,,,,,,,,,,,,,,Inhibition of 5HT3A receptor expressed in Xenopus oocyte relative to bemesetron,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578445.0,DTCT0023221,2887649,DTCC00002555,1726697,34988
528,CHEMBL224160,P46098,KKHT-11118,FXRGLPUKLPILJM-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,IC50,=,2800.0,NM,,,,,,,,,,,,,,Antagonist activity at 5HT3A receptor expressed in Xenopus oocyte,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578446.0,DTCT0023221,2885914,DTCC00002557,727237,34988
529,CHEMBL224160,P46098,KKHT-11118,FXRGLPUKLPILJM-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,VMAX,=,104.0,%,,,,,,,,,,,,,,Inhibition of 5HT3A receptor expressed in Xenopus oocyte relative to bemesetron,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578445.0,DTCT0023221,2887666,DTCC00002557,727237,34988
530,CHEMBL224227,P46098,KKHT-20718,YMGCQAHDDYCKLB-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,IC50,=,11600.0,NM,,,,,,,,,,,,,,Antagonist activity at 5HT3A receptor expressed in Xenopus oocyte,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578446.0,DTCT0023221,2885917,DTCC00002561,1950838,34988
531,CHEMBL224227,P46098,KKHT-20718,YMGCQAHDDYCKLB-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,VMAX,=,85.7,%,,,,,,,,,,,,,,Inhibition of 5HT3A receptor expressed in Xenopus oocyte relative to bemesetron,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578445.0,DTCT0023221,2887669,DTCC00002561,1950838,34988
532,CHEMBL224246,P46098,KKHT-20918,IWAHUQRZIUVMSG-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,IC50,=,5700.0,NM,,,,,,,,,,,,,,Antagonist activity at 5HT3A receptor expressed in Xenopus oocyte,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578446.0,DTCT0023221,2885919,DTCC00002563,1697132,34988
533,CHEMBL224246,P46098,KKHT-20918,IWAHUQRZIUVMSG-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,VMAX,=,98.2,%,,,,,,,,,,,,,,Inhibition of 5HT3A receptor expressed in Xenopus oocyte relative to bemesetron,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578445.0,DTCT0023221,2887671,DTCC00002563,1697132,34988
534,CHEMBL224310,P46098,KKHT-20218,WLYLIKBNGQZDFH-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,IC50,=,1300.0,NM,,,,,,,,,,,,,,Antagonist activity at 5HT3A receptor expressed in Xenopus oocyte,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578446.0,DTCT0023221,2885915,DTCC00002556,856886,34988
535,CHEMBL224310,P46098,KKHT-20218,WLYLIKBNGQZDFH-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,VMAX,=,52.5,%,,,,,,,,,,,,,,Inhibition of 5HT3A receptor expressed in Xenopus oocyte relative to bemesetron,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578445.0,DTCT0023221,2887667,DTCC00002556,856886,34988
536,CHEMBL224389,P46098,KKHT-10603,NVNVERQZWUUANS-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,IC50,=,1900.0,NM,,,,,,,,,,,,,,Antagonist activity at 5HT3A receptor expressed in Xenopus oocyte,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578446.0,DTCT0023221,2887677,DTCC00002559,1083040,34988
537,CHEMBL224389,P46098,KKHT-10603,NVNVERQZWUUANS-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,VMAX,=,107.9,%,,,,,,,,,,,,,,Inhibition of 5HT3A receptor expressed in Xenopus oocyte relative to bemesetron,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578445.0,DTCT0023221,2887652,DTCC00002559,1083040,34988
538,CHEMBL224641,P46098,KKHT-20713,CVIIPJUPHIOKNG-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,IC50,=,5900.0,NM,,,,,,,,,,,,,,Antagonist activity at 5HT3A receptor expressed in Xenopus oocyte,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578446.0,DTCT0023221,2885916,DTCC00002564,1950849,34988
539,CHEMBL224641,P46098,KKHT-20713,CVIIPJUPHIOKNG-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,VMAX,=,86.5,%,,,,,,,,,,,,,,Inhibition of 5HT3A receptor expressed in Xenopus oocyte relative to bemesetron,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578445.0,DTCT0023221,2887668,DTCC00002564,1950849,34988
540,CHEMBL224648,P46098,KKHT-10118,KINBZTGMJRQTER-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,IC50,=,15800.0,NM,,,,,,,,,,,,,,Antagonist activity at 5HT3A receptor expressed in Xenopus oocyte,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578446.0,DTCT0023221,2887675,DTCC00002558,1789145,34988
541,CHEMBL224648,P46098,KKHT-10118,KINBZTGMJRQTER-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,VMAX,=,78.5,%,,,,,,,,,,,,,,Inhibition of 5HT3A receptor expressed in Xenopus oocyte relative to bemesetron,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578445.0,DTCT0023221,2887650,DTCC00002558,1789145,34988
542,CHEMBL224701,P46098,KKHT-10606,DPMQWTNICFCLFP-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,IC50,=,1600.0,NM,,,,,,,,,,,,,,Antagonist activity at 5HT3A receptor expressed in Xenopus oocyte,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578446.0,DTCT0023221,2887678,DTCC00002560,1017971,34988
543,CHEMBL224701,P46098,KKHT-10606,DPMQWTNICFCLFP-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,VMAX,=,100.6,%,,,,,,,,,,,,,,Inhibition of 5HT3A receptor expressed in Xenopus oocyte relative to bemesetron,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578445.0,DTCT0023221,2887653,DTCC00002560,1017971,34988
544,CHEMBL224766,P46098,KKHT-10615,DWGFHYJCLFQFTA-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,IC50,=,2200.0,NM,,,,,,,,,,,,,,Antagonist activity at 5HT3A receptor expressed in Xenopus oocyte,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578446.0,DTCT0023221,2887687,DTCC00002552,1821673,34988
545,CHEMBL224766,P46098,KKHT-10615,DWGFHYJCLFQFTA-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,VMAX,=,103.2,%,,,,,,,,,,,,,,Inhibition of 5HT3A receptor expressed in Xenopus oocyte relative to bemesetron,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578445.0,DTCT0023221,2887662,DTCC00002552,1821673,34988
546,CHEMBL224778,P46098,KKHT-10609,PYCLIFABZLPONX-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,IC50,=,1900.0,NM,,,,,,,,,,,,,,Antagonist activity at 5HT3A receptor expressed in Xenopus oocyte,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578446.0,DTCT0023221,2887681,DTCC00002547,1276680,34988
547,CHEMBL224778,P46098,KKHT-10609,PYCLIFABZLPONX-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,VMAX,=,104.6,%,,,,,,,,,,,,,,Inhibition of 5HT3A receptor expressed in Xenopus oocyte relative to bemesetron,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578445.0,DTCT0023221,2887656,DTCC00002547,1276680,34988
548,CHEMBL225484,P46098,KKHT-10607,JRKIQFPYQPIURM-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,IC50,=,2100.0,NM,,,,,,,,,,,,,,Antagonist activity at 5HT3A receptor expressed in Xenopus oocyte,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578446.0,DTCT0023221,2887679,DTCC00002544,823981,34988
549,CHEMBL225484,P46098,KKHT-10607,JRKIQFPYQPIURM-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,VMAX,=,100.2,%,,,,,,,,,,,,,,Inhibition of 5HT3A receptor expressed in Xenopus oocyte relative to bemesetron,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578445.0,DTCT0023221,2887654,DTCC00002544,823981,34988
550,CHEMBL225485,P46098,KKHT-11018,FKCDNDBJVOQPJB-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,IC50,=,13600.0,NM,,,,,,,,,,,,,,Antagonist activity at 5HT3A receptor expressed in Xenopus oocyte,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578446.0,DTCT0023221,2887690,DTCC00002545,953339,34988
551,CHEMBL225485,P46098,KKHT-11018,FKCDNDBJVOQPJB-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,VMAX,=,104.0,%,,,,,,,,,,,,,,Inhibition of 5HT3A receptor expressed in Xenopus oocyte relative to bemesetron,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578445.0,DTCT0023221,2887665,DTCC00002545,953339,34988
552,CHEMBL225543,P46098,KKHT-10613,NNJAFUNKEIDAAF-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,IC50,=,2000.0,NM,,,,,,,,,,,,,,Antagonist activity at 5HT3A receptor expressed in Xenopus oocyte,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578446.0,DTCT0023221,2887685,DTCC00002549,339411,34988
553,CHEMBL225543,P46098,KKHT-10613,NNJAFUNKEIDAAF-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,VMAX,=,98.8,%,,,,,,,,,,,,,,Inhibition of 5HT3A receptor expressed in Xenopus oocyte relative to bemesetron,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578445.0,DTCT0023221,2887660,DTCC00002549,339411,34988
554,CHEMBL225600,P46098,KKHT-10614,FALASSBEVXPICK-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,IC50,=,2200.0,NM,,,,,,,,,,,,,,Antagonist activity at 5HT3A receptor expressed in Xenopus oocyte,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578446.0,DTCT0023221,2887686,DTCC00002550,791496,34988
555,CHEMBL225600,P46098,KKHT-10614,FALASSBEVXPICK-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,VMAX,=,103.7,%,,,,,,,,,,,,,,Inhibition of 5HT3A receptor expressed in Xenopus oocyte relative to bemesetron,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578445.0,DTCT0023221,2887661,DTCC00002550,791496,34988
556,CHEMBL225601,P46098,KKHT-10618,BKSKSEWIBBBRSQ-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,IC50,=,3300.0,NM,,,,,,,,,,,,,,Antagonist activity at 5HT3A receptor expressed in Xenopus oocyte,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578446.0,DTCT0023221,2887689,DTCC00002554,1885927,34988
557,CHEMBL225601,P46098,KKHT-10618,BKSKSEWIBBBRSQ-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,19447040.0,VMAX,=,106.4,%,,,,,,,,,,,,,,Inhibition of 5HT3A receptor expressed in Xenopus oocyte relative to bemesetron,,Quinazolindione derivatives as potent 5-HT3A receptor antagonists.,Bioorg. Med. Chem.,2009.0,17.0,13.0,"Lee BH, Choi MJ, Jo MN, Seo HJ, Nah SY, Cho YS, Nam G, Pae AN, Rhim H, Choo H",,578445.0,DTCT0023221,2887664,DTCC00002554,1885927,34988
558,CHEMBL226335,P46098,RUTIN,IKGXIBQEEMLURG-NVPNHPEKSA-N,2,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,12110997.0,KI,=,10000.0,NM,,,,,,,,,,,,,,,,,,,,,,,,DTCT0023221,14750338,DTCC00448737,2109891,69275
559,CHEMBL22778,P46098,UH-301,FNKBVTBXFLSTPB-LBPRGKRZSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,9163561.0,KI,=,2690.0,NM,,,,,,,,,,,,,,,,,,,,,,,,DTCT0023221,14743178,DTCC01739164,2108309,68785
560,CHEMBL2298806,P46098,,OTPPYWCIUOIPCN-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,5248.07,NM,,,,,,,,,,,,,,Binding affinity to 5-HT3 receptor (unknown origin),,,Med Chem Res,2013.0,22.0,2.0,,,932184.0,DTCT0023221,11738843,DTCC01333520,1094659,51606
561,CHEMBL229998,P46098,,HCPLJHRNFWGIEM-XSHQRCBMSA-L,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,17722904.0,IC50,>,100000.0,NM,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells by FMP assay,,Pharmacological characteristics and binding modes of caracurine V analogues and related compounds at the neuronal alpha7 nicotinic acetylcholine receptor.,J. Med. Chem.,2007.0,50.0,19.0,"Jensen AA, Zlotos DP, Liljefors T",,445995.0,DTCT0023221,2125510,DTCC00457685,795055,23555
562,CHEMBL229998,P46098,,HCPLJHRNFWGIEM-XSHQRCBMSA-L,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,17722904.0,IC50,>,100000.0,NM,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells by FMP assay,,Pharmacological characteristics and binding modes of caracurine V analogues and related compounds at the neuronal alpha7 nicotinic acetylcholine receptor.,J. Med. Chem.,2007.0,50.0,19.0,"Jensen AA, Zlotos DP, Liljefors T",,445995.0,DTCT0023221,2125511,DTCC00457685,795055,23555
563,CHEMBL229998,P46098,,HCPLJHRNFWGIEM-XSHQRCBMSA-L,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,17722904.0,KI,=,23000.0,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [3H]GR65630 from human 5HT3A receptor in HEK293 cells,,Pharmacological characteristics and binding modes of caracurine V analogues and related compounds at the neuronal alpha7 nicotinic acetylcholine receptor.,J. Med. Chem.,2007.0,50.0,19.0,"Jensen AA, Zlotos DP, Liljefors T",,445992.0,DTCT0023221,2125188,DTCC00457685,795055,23555
564,CHEMBL229998,P46098,,HCPLJHRNFWGIEM-XSHQRCBMSA-L,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,17722904.0,KI,=,25118.86,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [3H]GR65630 from human 5HT3A receptor in HEK293 cells,,Pharmacological characteristics and binding modes of caracurine V analogues and related compounds at the neuronal alpha7 nicotinic acetylcholine receptor.,J. Med. Chem.,2007.0,50.0,19.0,"Jensen AA, Zlotos DP, Liljefors T",,445992.0,DTCT0023221,2125189,DTCC00457685,795055,23555
