compound_id,standard_inchi_key,compound_name,synonym,target_id,target_pref_name,gene_names,wildtype_or_mutant,mutation_info,pubmed_id,standard_type,standard_relation,standard_value,standard_units,activity_comment,ep_action_mode,assay_format,assaytype,assay_subtype,inhibitor_type,detection_tech,assay_cell_line,compound_concentration_value,compound_concentration_value_unit,substrate_type,substrate_relation,substrate_value,substrate_units,assay_description,title,journal,doc_type,annotation_comments
CHEMBL1091790,MDTGYTUAMOVSAG-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,20188547.0,IC50,=,23000,NM,,,cell_based,,,,,CHO,,,,,,,Displacement of [3H]pyrilamine from human histamine H1 receptor expressed in CHO Flp-In cells after 90 mins by scintillation counting,Novel benzothiophene H1-antihistamines for the treatment of insomnia.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL272702,MDWSQWMMLXSJIP-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18248991.0,KI,=,1000,NM,,,,,,,,,,,,,,,Antagonist activity at histamine H1 receptor by FLIPR assay,New fused benzazepine as selective D3 receptor antagonists. Synthesis and biological evaluation. Part one: [h]-fused tricyclic systems.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL3220660,MEARZKSAHATTMZ-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,PEC50,,,,Not Active,,cell_based,,,,,,,,,,,,Agonist activity at human recombinant histamine H1 receptor expressed in Sf9 cells coexpressing RGS4 preincubated for 2 mins before [gamma32P]GTP addition measured after 20 mins by steady-state GTPase activity assay,,MedChemComm,PUBLICATION,
CHEMBL1536,MECHNRXZTMCUDQ-RKHKHRCZSA-N,ERGOCALCIFEROL,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1536,MECHNRXZTMCUDQ-RKHKHRCZSA-N,ERGOCALCIFEROL,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL2413154,MEKSQRMXWZHFIP-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,17221184.0,KI,=,1030,NM,,,,,,,,,,,,,,,,,,,
CHEMBL2413154,MEKSQRMXWZHFIP-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,23816046.0,KI,=,1030,NM,,,,,,,,,,,,,,,Binding affinity to histamine H1 receptor (unknown origin),"Synthesis and in vivo evaluation of [(18)F]2-(4-(4-(2-(2-fluoroethoxy)phenyl)piperazin-1-yl)butyl)-4-methyl-1,2,4-triazine-3,5(2H,4H)-dione ([(18)F]FECUMI-101) as an imaging probe for 5-HT1A receptor agonist in nonhuman primates.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL24,METKIMKYRPQLGS-UHFFFAOYSA-N,ATENOLOL,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL24,METKIMKYRPQLGS-UHFFFAOYSA-N,ATENOLOL,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1222626,MEWLTRGECZFZDU-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,20674357.0,KI,=,12.59,NM,,,cell_based,,,,,CHO,,,,,,,Antagonist activity at human recombinant histamine H1 receptor expressed in CHO cells by FLPR assay,Novel imidazobenzazepine derivatives as dual H1/5-HT2A antagonists for the treatment of sleep disorders.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1222626,MEWLTRGECZFZDU-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,20674357.0,KI,=,25.12,NM,,,cell_based,,,,,CHO,,,,,,,Antagonist activity at human recombinant histamine H1 receptor expressed in CHO cells by FLPR assay,Novel imidazobenzazepine derivatives as dual H1/5-HT2A antagonists for the treatment of sleep disorders.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL972,MEZLKOACVSPNER-GFCCVEGCSA-N,SELEGILINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL972,MEZLKOACVSPNER-GFCCVEGCSA-N,SELEGILINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL569,MFDFERRIHVXMIY-UHFFFAOYSA-N,PROCAINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL569,MFDFERRIHVXMIY-UHFFFAOYSA-N,PROCAINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL260549,MFJVHWQDKIEBCM-UHFFFAOYSA-N,VUF-10214,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18357976.0,INHIBITION,=,7,%,,,cell_based,,,,,NIH3T3,,,,,,,Displacement of [3H]mepyramine from human histamine H1 receptor expressed in NIH3T3 cells at 10 uM,Fragment based design of new H4 receptor-ligands with anti-inflammatory properties in vivo.,J. Med. Chem.,PUBLICATION,
CHEMBL2171033,MFJWXRIWIGLCGD-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,23031591.0,KI,=,31.62,NM,,,cell_based,,,,,CHO-K1,,,,,,,Displacement of [3H]pyrilamine from human H1 receptor expressed in CHOK1 cells,The discovery of CCR3/H1 dual antagonists with reduced hERG risk.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL2030624,MFKYGKXYJBKSQN-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,22607684.0,KI,,,,Not Determined,,,,,,,,,,,,,,Inhibition of H1 receptor,7-Azabicyclo[2.2.1]heptane as a scaffold for the development of selective sigma-2 (s(2)) receptor ligands.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL289469,MFWNKCLOYSRHCJ-UHFFFAOYSA-N,GRANISETRON,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL289469,MFWNKCLOYSRHCJ-UHFFFAOYSA-N,GRANISETRON,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1086105,MGPIMNVSULKFFK-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,20452213.0,EC50,>,10000,NM,,,cell_based,,,,,SK-N-MC,,,,,,,Displacement of [3H]pyrilamine from human recombinant histamine H1 receptor expressed in human SK-N-MC cells,Agonist/antagonist modulation in a series of 2-aryl benzimidazole H4 receptor ligands.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL2205827,MGYAQEPRQTVZOM-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,22959245.0,INHIBITION,<,50,%,,,,,,,,,,,,,,,Binding affinity to Histamine H1 receptor at 10 uM,"A s(1) receptor pharmacophore derived from a series of N-substituted 4-azahexacyclo[5.4.1.0(2,6).0(3,10).0(5,9).0(8,11)]dodecan-3-ols (AHDs).",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL2205827,MGYAQEPRQTVZOM-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,23981939.0,INHIBITION,<,50,%,,,,,,,,,,,,,,,Inhibition of histamine H1 receptor (unknown origin) at 10 uM by PDSP assay relative to control,"N-substituted 8-aminopentacyclo[5.4.0.0(2,6).0(3,10).0(5,9)]undecanes as s receptor ligands with potential neuroprotective effects.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL2207667,MHAQTEBGBYFXKL-CQSZACIVSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,23116889.0,KI,=,251.19,NM,,,cell_based,,,,,CHO-K1,,,,,,,Displacement of [3H]-pyrilamine from human recombinant H1 histamine receptor expressed in CHOK1 cells after 1 hr,Discovery and evolution of phenoxypiperidine hydroxyamide dual CCR3/H(1) antagonists. Part II: Optimising in vivo clearance.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL268258,MHPMXTGKTXJIDI-IBGZPJMESA-N,A-80426,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,15771448.0,KI,>,1000,NM,,,,,,,,,,,,,,,Inhibition of [3H]pyrilamine binding to Histamine H1 receptor,Discovery of a new series of centrally active tricyclic isoxazoles combining serotonin (5-HT) reuptake inhibition with alpha2-adrenoceptor blocking activity.,J. Med. Chem.,PUBLICATION,
CHEMBL1687,MHXYWXHKLBMJKL-QBYKQQEBSA-N,TUBOCURARINE CHLORIDE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL1687,MHXYWXHKLBMJKL-QBYKQQEBSA-N,TUBOCURARINE CHLORIDE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL407030,MIFVTYPADKEWAV-HGRQBIKSSA-N,GAMMA-CYCLODEXTRIN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL407030,MIFVTYPADKEWAV-HGRQBIKSSA-N,GAMMA-CYCLODEXTRIN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL340978,MITFXPHMIHQXPI-UHFFFAOYSA-N,BENOXAPROFEN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL340978,MITFXPHMIHQXPI-UHFFFAOYSA-N,BENOXAPROFEN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL2030633,MIZXZRHARATZMK-UHFFFAOYSA-N,"N-(3,4-DIMETHOXYBENZYL)PYRROLIDINE",,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,22607684.0,KI,,,,Not Determined,,,,,,,,,,,,,,Inhibition of H1 receptor,7-Azabicyclo[2.2.1]heptane as a scaffold for the development of selective sigma-2 (s(2)) receptor ligands.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1774101,MJDLYRJRCRLNGE-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,21366332.0,INHIBITION,<,50,%,,,,,,,,,,,,,,,Binding affinity to histamine H1 receptor at 3.16 uM,1-[(1-methyl-1H-imidazol-2-yl)methyl]-4-phenylpiperidines as mGluR2 positive allosteric modulators for the treatment of psychosis.,J. Med. Chem.,PUBLICATION,
CHEMBL480,MJIHNNLFOKEZEW-UHFFFAOYSA-N,LANSOPRAZOLE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL480,MJIHNNLFOKEZEW-UHFFFAOYSA-N,LANSOPRAZOLE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL305660,MJJALKDDGIKVBE-UHFFFAOYSA-N,EBASTINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,=,28.3,NM,,,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL305660,MJJALKDDGIKVBE-UHFFFAOYSA-N,EBASTINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,=,3.29,NM,,,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL322873,MJKGHXXXMDVBEW-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,12372505.0,KI,=,275.42,NM,,,,,,,,,,,,,,,Binding affinity of human cortical histamine H1 receptor,Aminoalkoxybiphenylnitriles as histamine-3 receptor ligands.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL476839,MJKRYUCQHJLOIV-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19329329.0,KI,=,439,NM,,,,,,,,,,,,,,,Inhibition of human cloned histamine H1 receptor by competitive binding experiment,Synthesis and in vitro affinities of various MDL 100907 derivatives as potential 18F-radioligands for 5-HT2A receptor imaging with PET.,Bioorg. Med. Chem.,PUBLICATION,
CHEMBL402087,MJLHCRFMFPSGBF-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18248991.0,KI,=,1584.89,NM,,,,,,,,,,,,,,,Antagonist activity at histamine H1 receptor by FLIPR assay,New fused benzazepine as selective D3 receptor antagonists. Synthesis and biological evaluation. Part one: [h]-fused tricyclic systems.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL3220665,MJOSRXMZZADWFY-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,INTRINSIC ACTIVITY,=,0.21,,,,cell_based,,,,,,,,,,,,Intrinsic activity at human recombinant histamine H1 receptor expressed in Sf9 cells coexpressing RGS4 preincubated for 2 mins before [gamma32P]GTP addition measured after 20 mins by steady-state GTPase activity assay relative to histamine,,MedChemComm,PUBLICATION,
CHEMBL3220665,MJOSRXMZZADWFY-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,PKB,=,5.34,,,,cell_based,,,,,,,,,,,,Antagonist activity at human recombinant histamine H1 receptor expressed in Sf9 cells coexpressing RGS4 assessed as inhibition of histamine-induced [gamma33P]GTP hydrolysis preincubated for 2 mins before [gamma32P]GTP addition measured after 20 mins by steady-state GTPase activity assay,,MedChemComm,PUBLICATION,
CHEMBL2432058,MJOVYQVAQIHDSE-DKSPCFMDSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,23981939.0,INHIBITION,<,50,%,,,,,,,,,,,,,,,Inhibition of histamine H1 receptor (unknown origin) at 10 uM by PDSP assay relative to control,"N-substituted 8-aminopentacyclo[5.4.0.0(2,6).0(3,10).0(5,9)]undecanes as s receptor ligands with potential neuroprotective effects.",Bioorg. Med. Chem.,PUBLICATION,
CHEMBL2207376,MJYQMQCVUXOIFY-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,23141912.0,INHIBITION,=,9.33,%,,,,,,,,,,,,,,,Inhibition of histamine H1 receptor at 1 uM by radioligand displacement assay,"Design, synthesis and pharmacological evaluation of 4-(piperazin-1-yl methyl)-N(1)-arylsulfonyl indole derivatives as 5-HT(6) receptor ligands.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL563647,MKKJPIHSAMRGEO-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19362477.0,IC50,=,41,NM,,,cell_based,,,,,CHO-K1,,,,,,,Displacement of [3H]pyrilamine from human recombinant histamine H1 receptor expressed in CHOK1 cells by scintillation counting,Synthesis and structure-activity relationships of phenothiazine carboxylic acids having pyrimidine-dione as novel histamine H(1) antagonists.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL184,MKUXAQIIEYXACX-UHFFFAOYSA-N,ACYCLOVIR,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL184,MKUXAQIIEYXACX-UHFFFAOYSA-N,ACYCLOVIR,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL806,MKXKFYHWDHIYRV-UHFFFAOYSA-N,FLUTAMIDE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL806,MKXKFYHWDHIYRV-UHFFFAOYSA-N,FLUTAMIDE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL52440,MKXZASYAUGDDCJ-NJAFHUGGSA-N,DEXTROMETHORPHAN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL52440,MKXZASYAUGDDCJ-NJAFHUGGSA-N,DEXTROMETHORPHAN,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL271072,MLGRCKZMFCALCK-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18248991.0,KI,>,1995.26,NM,,,,,,,,,,,,,,,Antagonist activity at histamine H1 receptor by FLIPR assay,New fused benzazepine as selective D3 receptor antagonists. Synthesis and biological evaluation. Part one: [h]-fused tricyclic systems.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL15770,MLKXDPUZXIRXEP-MFOYZWKCSA-N,SULINDAC,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,IC50,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL15770,MLKXDPUZXIRXEP-MFOYZWKCSA-N,SULINDAC,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,,KI,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,,CHO-K1,,,,,,,"DRUGMATRIX: Histamine H1, Central radioligand binding (ligand: [3H] Pyrilamine)",DrugMatrix in vitro pharmacology data,,DATASET,
CHEMBL2165637,MLVBVDKCQYPOBL-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,22216892.0,PKB,<,6,,,,cell_based,,,,,,,,,,,,Antagonist activity at human H1R-RGS4 expressed in Sf9 cells by steady state GTPase activity assay,The bivalent ligand approach leads to highly potent and selective acylguanidine-type histamine H2 receptor agonists.,J. Med. Chem.,PUBLICATION,
CHEMBL256473,MMAVGOXTOMTHGO-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18248991.0,KI,>,1995.26,NM,,,,,,,,,,,,,,,Antagonist activity at histamine H1 receptor by FLIPR assay,New fused benzazepine as selective D3 receptor antagonists. Synthesis and biological evaluation. Part one: [h]-fused tricyclic systems.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL83073,MMEQHMVQEKIHIG-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,11755365.0,IC50,=,37.15,NM,,,cell_based,,,,,CHO,,,,,,,Binding affinity at human cloned Histamine H1 receptor expressed in CHO cells by [3H]pyrilamine displacement.,"Synthesis and structure-activity relationship of 2-(aminoalkyl)-2,3,3a,8-tetrahydrodibenzo[c,f]isoxazolo[2,3-a]azepine derivatives: a novel series of 5-HT(2A/2C) receptor antagonists. Part 2.",Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL243897,MMHPZQOEUVHNBB-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,17867665.0,PKB,=,5.7,,,,cell_based,,,,,CHO,,,,,,,Binding affinity to human histamine H1 receptor expressed in CHO cells by FLIPR assay,"1,2,4-triazol-3-yl-thiopropyl-tetrahydrobenzazepines: a series of potent and selective dopamine D(3) receptor antagonists.",J. Med. Chem.,PUBLICATION,
CHEMBL561377,MMKZIPYPZZNRTO-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19362477.0,IC50,=,53,NM,,,cell_based,,,,,CHO-K1,,,,,,,Displacement of [3H]pyrilamine from human recombinant histamine H1 receptor expressed in CHOK1 cells by scintillation counting,Synthesis and structure-activity relationships of phenothiazine carboxylic acids having pyrimidine-dione as novel histamine H(1) antagonists.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL1221931,MMOBEVMIJDLKKG-UHFFFAOYSA-N,2-(METHYLSULFONOTHIOYL)ETHANAMINE,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,16408006.0,INHIBITION,,,,Not Active,,cell_based,,,,,COS-7,,,,,,,Displacement of [3H]mepyramine from human wild-type histamine H1 receptor expressed in COS-7 cells after 5 mins by liquid scintillation counting,Linking agonist binding to histamine H1 receptor activation.,Nat. Chem. Biol.,PUBLICATION,
CHEMBL238871,MMRPNJJCBOGWTP-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,18052318.0,KI,<,2511.89,NM,,,cell_based,,,,,CHO,,,,,,,Antagonist activity at human recombinant histamine H1 receptor expressed in CHO cells assessed as inhibition of histamine-induced cellular calcium mobilization,4-acyl-1-(4-aminoalkoxyphenyl)-2-ketopiperazines as a novel class of non-brain-penetrant histamine H3 receptor antagonists.,J. Med. Chem.,PUBLICATION,
CHEMBL1923531,MMWJPRSBOSCWBE-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,22007643.0,KI,=,4168.69,NM,,,cell_based,,,,,HEK293,,,,,,,Displacement of [3H]mepyramine from human histamine H1 receptor expressed in HEK293 cells after 1 to 1.5 hrs by scintillation counting,Crystal structure-based virtual screening for fragment-like ligands of the human histamine H(1) receptor.,J. Med. Chem.,PUBLICATION,
CHEMBL560120,MMXKXXGRZUAQGP-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19362477.0,IC50,=,28,NM,,,cell_based,,,,,CHO-K1,,,,,,,Displacement of [3H]pyrilamine from human recombinant histamine H1 receptor expressed in CHOK1 cells by scintillation counting,Synthesis and structure-activity relationships of phenothiazine carboxylic acids having pyrimidine-dione as novel histamine H(1) antagonists.,Bioorg. Med. Chem. Lett.,PUBLICATION,
CHEMBL560120,MMXKXXGRZUAQGP-UHFFFAOYSA-N,,,P35367,HISTAMINE H1 RECEPTOR,HRH1,,,19362477.0,IC50,=,58,NM,,,,,,,,,,,,,,,Inhibition of histamine H1 receptor,Synthesis and structure-activity relationships of phenothiazine carboxylic acids having pyrimidine-dione as novel histamine H(1) antagonists.,Bioorg. Med. Chem. Lett.,PUBLICATION,
