Compound ID,Uniprot ID,Compound Name,Standard inchi key,Max Phase,Target Pref Name,Gene Names,Target Class,Wild type or mutant,Mutation information,PubMed ID,End Point Standard Type,End Point Standard Relation,End Point Standard Value,End Point Standard Units,Endpoint Mode of Action,Assay Format,Assay Type,Assay Sub Type,Inhibitor Type,Detection Technology,Compound concentration value,Compound concentration value units,Substrate type,Substrate Type Standard Relation,Substrate Type Standard Value,Substrate Type Standard Units,Assay cell line,Assay Description,Activity Comments,Title,Journal,Year,Volume,Issue,Authors,Annotation Comments,Assay ID,DTC Tid,DTC Activity ID,DTC Molregno,Record ID,DTC Document ID
CHEMBL3233668,P46098,,ILVAWRRDRHCBOI-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24691057,INHIBITION,=,14.28,%,,cell_based,,,,,,,,,,,,Reversible inhibition of human 5-HT3A expressed in xenopus oocytes assessed as decrease in 5-HT-activated chloride current at 30 mM by two-electrode voltage clamp technique,,SAR-studies on the importance of aromatic ring topologies in search for selective 5-HT(7) receptor ligands among phenylpiperazine hydantoin derivatives.,Eur. J. Med. Chem.,2014,78,,"Handzlik J, Bojarski AJ, Satala G, Kubacka M, Sadek B, Ashoor A, Siwek A, Wiecek M, Kucwaj K, Filipek B, Kiec-Kononowicz K",,1337830,DTCT0023221,13611751,DTCC01472688,1062965,57930
CHEMBL3233675,P46098,,JFMXQIZKNMCOKW-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24691057,INHIBITION,=,17.22,%,,cell_based,,,,,,,,,,,,Reversible inhibition of human 5-HT3A expressed in xenopus oocytes assessed as decrease in 5-HT-activated chloride current at 30 mM by two-electrode voltage clamp technique,,SAR-studies on the importance of aromatic ring topologies in search for selective 5-HT(7) receptor ligands among phenylpiperazine hydantoin derivatives.,Eur. J. Med. Chem.,2014,78,,"Handzlik J, Bojarski AJ, Satala G, Kubacka M, Sadek B, Ashoor A, Siwek A, Wiecek M, Kucwaj K, Filipek B, Kiec-Kononowicz K",,1337830,DTCT0023221,13611752,DTCC01472695,1613339,57930
CHEMBL3233676,P46098,,WICBFQOIMPMYDE-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24691057,INHIBITION,=,13.75,%,,cell_based,,,,,,,,,,,,Reversible inhibition of human 5-HT3A expressed in xenopus oocytes assessed as decrease in 5-HT-activated chloride current at 30 mM by two-electrode voltage clamp technique,,SAR-studies on the importance of aromatic ring topologies in search for selective 5-HT(7) receptor ligands among phenylpiperazine hydantoin derivatives.,Eur. J. Med. Chem.,2014,78,,"Handzlik J, Bojarski AJ, Satala G, Kubacka M, Sadek B, Ashoor A, Siwek A, Wiecek M, Kucwaj K, Filipek B, Kiec-Kononowicz K",,1337830,DTCT0023221,13611753,DTCC01472696,1096002,57930
CHEMBL3233679,P46098,,SZNATCJGGOZJDA-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24691057,INHIBITION,=,16.56,%,,cell_based,,,,,,,,,,,,Reversible inhibition of human 5-HT3A expressed in xenopus oocytes assessed as decrease in 5-HT-activated chloride current at 30 mM by two-electrode voltage clamp technique,,SAR-studies on the importance of aromatic ring topologies in search for selective 5-HT(7) receptor ligands among phenylpiperazine hydantoin derivatives.,Eur. J. Med. Chem.,2014,78,,"Handzlik J, Bojarski AJ, Satala G, Kubacka M, Sadek B, Ashoor A, Siwek A, Wiecek M, Kucwaj K, Filipek B, Kiec-Kononowicz K",,1337830,DTCT0023221,13611754,DTCC01472699,1387348,57930
CHEMBL3235480,P46098,,JIGWWGDIEUWCOR-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24050653,KI,=,230,NM,,cell_based,,,,,,,,,,,,Displacement of [3H]GR65630 from human 5-HT3 receptor expressed in HEK293 cells,,Derivatives of dibenzothiophene for positron emission tomography imaging of a7-nicotinic acetylcholine receptors.,J. Med. Chem.,2013,56,19,"Gao Y, Kellar KJ, Yasuda RP, Tran T, Xiao Y, Dannals RF, Horti AG",,1335278,DTCT0023221,13624528,DTCC01474511,1075182,57970
CHEMBL3235481,P46098,,TYQSTXACTJXVQJ-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24050653,KI,,,,,cell_based,,,,,,,,,,,,Displacement of [3H]GR65630 from human 5-HT3 receptor expressed in HEK293 cells,Not Determined,Derivatives of dibenzothiophene for positron emission tomography imaging of a7-nicotinic acetylcholine receptors.,J. Med. Chem.,2013,56,19,"Gao Y, Kellar KJ, Yasuda RP, Tran T, Xiao Y, Dannals RF, Horti AG",,1335278,DTCT0023221,13624529,DTCC01474512,200660,57970
CHEMBL3235482,P46098,,RCCDDPHPJBBTOH-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24050653,KI,=,505,NM,,cell_based,,,,,,,,,,,,Displacement of [3H]GR65630 from human 5-HT3 receptor expressed in HEK293 cells,,Derivatives of dibenzothiophene for positron emission tomography imaging of a7-nicotinic acetylcholine receptors.,J. Med. Chem.,2013,56,19,"Gao Y, Kellar KJ, Yasuda RP, Tran T, Xiao Y, Dannals RF, Horti AG",,1335278,DTCT0023221,13624530,DTCC01474513,622645,57970
CHEMBL3235483,P46098,,BKRDDYIAVADMIJ-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24050653,KI,,,,,cell_based,,,,,,,,,,,,Displacement of [3H]GR65630 from human 5-HT3 receptor expressed in HEK293 cells,Not Determined,Derivatives of dibenzothiophene for positron emission tomography imaging of a7-nicotinic acetylcholine receptors.,J. Med. Chem.,2013,56,19,"Gao Y, Kellar KJ, Yasuda RP, Tran T, Xiao Y, Dannals RF, Horti AG",,1335278,DTCT0023221,13624531,DTCC01474514,1140168,57970
CHEMBL3235484,P46098,,WITLOMKPGROHOE-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24050653,KI,,,,,cell_based,,,,,,,,,,,,Displacement of [3H]GR65630 from human 5-HT3 receptor expressed in HEK293 cells,Not Determined,Derivatives of dibenzothiophene for positron emission tomography imaging of a7-nicotinic acetylcholine receptors.,J. Med. Chem.,2013,56,19,"Gao Y, Kellar KJ, Yasuda RP, Tran T, Xiao Y, Dannals RF, Horti AG",,1335278,DTCT0023221,13624532,DTCC01474515,396907,57970
CHEMBL3235485,P46098,,CTXSDFAIKXRHJK-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24050653,KI,,,,,cell_based,,,,,,,,,,,,Displacement of [3H]GR65630 from human 5-HT3 receptor expressed in HEK293 cells,Not Determined,Derivatives of dibenzothiophene for positron emission tomography imaging of a7-nicotinic acetylcholine receptors.,J. Med. Chem.,2013,56,19,"Gao Y, Kellar KJ, Yasuda RP, Tran T, Xiao Y, Dannals RF, Horti AG",,1335278,DTCT0023221,13624533,DTCC01474516,1010204,57970
CHEMBL3235486,P46098,,WBOQGKDOKBETNS-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24050653,KI,,,,,cell_based,,,,,,,,,,,,Displacement of [3H]GR65630 from human 5-HT3 receptor expressed in HEK293 cells,Not Determined,Derivatives of dibenzothiophene for positron emission tomography imaging of a7-nicotinic acetylcholine receptors.,J. Med. Chem.,2013,56,19,"Gao Y, Kellar KJ, Yasuda RP, Tran T, Xiao Y, Dannals RF, Horti AG",,1335278,DTCT0023221,13624534,DTCC01474517,881447,57970
CHEMBL3235487,P46098,,BJNBJBFZIZJIQH-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24050653,KI,,,,,cell_based,,,,,,,,,,,,Displacement of [3H]GR65630 from human 5-HT3 receptor expressed in HEK293 cells,Not Determined,Derivatives of dibenzothiophene for positron emission tomography imaging of a7-nicotinic acetylcholine receptors.,J. Med. Chem.,2013,56,19,"Gao Y, Kellar KJ, Yasuda RP, Tran T, Xiao Y, Dannals RF, Horti AG",,1335278,DTCT0023221,13624535,DTCC01474518,1495969,57970
CHEMBL3235488,P46098,,FVYGPOGSXRAZEB-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24050653,KI,,,,,cell_based,,,,,,,,,,,,Displacement of [3H]GR65630 from human 5-HT3 receptor expressed in HEK293 cells,Not Determined,Derivatives of dibenzothiophene for positron emission tomography imaging of a7-nicotinic acetylcholine receptors.,J. Med. Chem.,2013,56,19,"Gao Y, Kellar KJ, Yasuda RP, Tran T, Xiao Y, Dannals RF, Horti AG",,1335278,DTCT0023221,13624536,DTCC01474519,1560308,57970
CHEMBL3261478,P46098,,IYUQYZMILCFRJI-INIZCTEOSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24755431,KI,=,67.6,NM,,,,,,,,,,,,,,Displacement of [9-methyl-3H]BRL-43694 from human 5-HT3A receptor after overnight incubation by scintillation proximity assay,,The discovery of diazepinone-based 5-HT3 receptor partial agonists.,Bioorg. Med. Chem. Lett.,2014,24,11,"Manning DD, Guo C, Zhang Z, Ryan KN, Naginskaya J, Choo SH, Masih L, Earley WG, Wierschke JD, Newman AS, Brady CA, Barnes NM, Guzzo PR",,1350968,DTCT0023221,13709617,DTCC01486915,1657540,58772
CHEMBL3261478,P46098,,IYUQYZMILCFRJI-INIZCTEOSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,74,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format. Test compounds were dissolved to 10 mM in 100% DMSO, then serially diluted at 10x assay concentrations in 100% DMSO in 96-well polypropylene plates and further diluted to 4x assay concentrations with the assay buffer. Samples were incubated in 50 mM Tris-HCl, pH 7.5, 3 mM MgCl2, 1 mM EDTA and 10% DMSO with 10 nM [9-methyl-3H]BRL-43694 (Perkin Elmer), 3 ug of human 5-HT3 receptor membranes (Perkin Elmer) and 0.5 mg/mL SPA beads (WGA PVT, Amersham Biosciences) in a final volume of 0.2 mL. Binding reactions were set up in wells of PicoPlates-96 (Perkin Elmer) by adding consecutively 50 uL of each competing compound or buffer, SPA beads, the radioligand and 5-HT3 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2015,,,,,1528463,DTCT0023221,14678613,DTCC01486915,1659870,65052
CHEMBL3261479,P46098,,IYUQYZMILCFRJI-MRXNPFEDSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24755431,ACTIVITY,=,7,%,,cell_based,,,,,,,,,,,,Partial agonist activity at human 5-HT3A receptor expressed in HEK293 cells assessed as change in Ca2+ level measured as intrinsic activity at 1 uM relative to 5-HT in presence of carbachol,,The discovery of diazepinone-based 5-HT3 receptor partial agonists.,Bioorg. Med. Chem. Lett.,2014,24,11,"Manning DD, Guo C, Zhang Z, Ryan KN, Naginskaya J, Choo SH, Masih L, Earley WG, Wierschke JD, Newman AS, Brady CA, Barnes NM, Guzzo PR",,1350969,DTCT0023221,13709628,DTCC01486916,233435,58772
CHEMBL3261479,P46098,,IYUQYZMILCFRJI-MRXNPFEDSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24755431,EC50,=,178,NM,,cell_based,,,,,,,,,,,,Agonist activity at human 5-HT3A receptor expressed in HEK293 cells in presence of carbachol,,The discovery of diazepinone-based 5-HT3 receptor partial agonists.,Bioorg. Med. Chem. Lett.,2014,24,11,"Manning DD, Guo C, Zhang Z, Ryan KN, Naginskaya J, Choo SH, Masih L, Earley WG, Wierschke JD, Newman AS, Brady CA, Barnes NM, Guzzo PR",,1350971,DTCT0023221,13709638,DTCC01486916,233435,58772
CHEMBL3261479,P46098,,IYUQYZMILCFRJI-MRXNPFEDSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24755431,KI,=,3.1,NM,,,,,,,,,,,,,,Displacement of [9-methyl-3H]BRL-43694 from human 5-HT3A receptor after overnight incubation by scintillation proximity assay,,The discovery of diazepinone-based 5-HT3 receptor partial agonists.,Bioorg. Med. Chem. Lett.,2014,24,11,"Manning DD, Guo C, Zhang Z, Ryan KN, Naginskaya J, Choo SH, Masih L, Earley WG, Wierschke JD, Newman AS, Brady CA, Barnes NM, Guzzo PR",,1350968,DTCT0023221,13709618,DTCC01486916,233435,58772
CHEMBL3261479,P46098,,IYUQYZMILCFRJI-MRXNPFEDSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,4,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format. Test compounds were dissolved to 10 mM in 100% DMSO, then serially diluted at 10x assay concentrations in 100% DMSO in 96-well polypropylene plates and further diluted to 4x assay concentrations with the assay buffer. Samples were incubated in 50 mM Tris-HCl, pH 7.5, 3 mM MgCl2, 1 mM EDTA and 10% DMSO with 10 nM [9-methyl-3H]BRL-43694 (Perkin Elmer), 3 ug of human 5-HT3 receptor membranes (Perkin Elmer) and 0.5 mg/mL SPA beads (WGA PVT, Amersham Biosciences) in a final volume of 0.2 mL. Binding reactions were set up in wells of PicoPlates-96 (Perkin Elmer) by adding consecutively 50 uL of each competing compound or buffer, SPA beads, the radioligand and 5-HT3 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2015,,,,,1528463,DTCT0023221,14678614,DTCC01486916,235814,65052
CHEMBL3261480,P46098,,VVNHBZRFRXWLFQ-QGZVFWFLSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24755431,KI,=,0.2,NM,,,,,,,,,,,,,,Displacement of [9-methyl-3H]BRL-43694 from human 5-HT3A receptor after overnight incubation by scintillation proximity assay,,The discovery of diazepinone-based 5-HT3 receptor partial agonists.,Bioorg. Med. Chem. Lett.,2014,24,11,"Manning DD, Guo C, Zhang Z, Ryan KN, Naginskaya J, Choo SH, Masih L, Earley WG, Wierschke JD, Newman AS, Brady CA, Barnes NM, Guzzo PR",,1350968,DTCT0023221,13709619,DTCC01486917,2008702,58772
CHEMBL3261480,P46098,,VVNHBZRFRXWLFQ-QGZVFWFLSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,0.2,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format. Test compounds were dissolved to 10 mM in 100% DMSO, then serially diluted at 10x assay concentrations in 100% DMSO in 96-well polypropylene plates and further diluted to 4x assay concentrations with the assay buffer. Samples were incubated in 50 mM Tris-HCl, pH 7.5, 3 mM MgCl2, 1 mM EDTA and 10% DMSO with 10 nM [9-methyl-3H]BRL-43694 (Perkin Elmer), 3 ug of human 5-HT3 receptor membranes (Perkin Elmer) and 0.5 mg/mL SPA beads (WGA PVT, Amersham Biosciences) in a final volume of 0.2 mL. Binding reactions were set up in wells of PicoPlates-96 (Perkin Elmer) by adding consecutively 50 uL of each competing compound or buffer, SPA beads, the radioligand and 5-HT3 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2015,,,,,1528463,DTCT0023221,14678616,DTCC01486917,2011264,65052
CHEMBL3261481,P46098,,MBYAMJFNDALRJQ-OAHLLOKOSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24755431,ACTIVITY,=,19,%,,cell_based,,,,,,,,,,,,Partial agonist activity at human 5-HT3A receptor expressed in HEK293 cells assessed as change in Ca2+ level measured as intrinsic activity at 1 uM relative to 5-HT in presence of carbachol,,The discovery of diazepinone-based 5-HT3 receptor partial agonists.,Bioorg. Med. Chem. Lett.,2014,24,11,"Manning DD, Guo C, Zhang Z, Ryan KN, Naginskaya J, Choo SH, Masih L, Earley WG, Wierschke JD, Newman AS, Brady CA, Barnes NM, Guzzo PR",,1350969,DTCT0023221,13709629,DTCC01486918,881571,58772
CHEMBL3261481,P46098,,MBYAMJFNDALRJQ-OAHLLOKOSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24755431,EC50,=,178,NM,,cell_based,,,,,,,,,,,,Agonist activity at human 5-HT3A receptor expressed in HEK293 cells in presence of carbachol,,The discovery of diazepinone-based 5-HT3 receptor partial agonists.,Bioorg. Med. Chem. Lett.,2014,24,11,"Manning DD, Guo C, Zhang Z, Ryan KN, Naginskaya J, Choo SH, Masih L, Earley WG, Wierschke JD, Newman AS, Brady CA, Barnes NM, Guzzo PR",,1350971,DTCT0023221,13709639,DTCC01486918,881571,58772
CHEMBL3261481,P46098,,MBYAMJFNDALRJQ-OAHLLOKOSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24755431,KI,=,8.1,NM,,,,,,,,,,,,,,Displacement of [9-methyl-3H]BRL-43694 from human 5-HT3A receptor after overnight incubation by scintillation proximity assay,,The discovery of diazepinone-based 5-HT3 receptor partial agonists.,Bioorg. Med. Chem. Lett.,2014,24,11,"Manning DD, Guo C, Zhang Z, Ryan KN, Naginskaya J, Choo SH, Masih L, Earley WG, Wierschke JD, Newman AS, Brady CA, Barnes NM, Guzzo PR",,1350968,DTCT0023221,13709620,DTCC01486918,881571,58772
CHEMBL3261481,P46098,,MBYAMJFNDALRJQ-OAHLLOKOSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,8,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format. Test compounds were dissolved to 10 mM in 100% DMSO, then serially diluted at 10x assay concentrations in 100% DMSO in 96-well polypropylene plates and further diluted to 4x assay concentrations with the assay buffer. Samples were incubated in 50 mM Tris-HCl, pH 7.5, 3 mM MgCl2, 1 mM EDTA and 10% DMSO with 10 nM [9-methyl-3H]BRL-43694 (Perkin Elmer), 3 ug of human 5-HT3 receptor membranes (Perkin Elmer) and 0.5 mg/mL SPA beads (WGA PVT, Amersham Biosciences) in a final volume of 0.2 mL. Binding reactions were set up in wells of PicoPlates-96 (Perkin Elmer) by adding consecutively 50 uL of each competing compound or buffer, SPA beads, the radioligand and 5-HT3 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2015,,,,,1528463,DTCT0023221,14678619,DTCC01486918,883997,65052
CHEMBL3261482,P46098,,WLINCFBAKQHMPZ-OAHLLOKOSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24755431,ACTIVITY,=,30,%,,cell_based,,,,,,,,,,,,Partial agonist activity at human 5-HT3A receptor expressed in HEK293 cells assessed as change in Ca2+ level measured as intrinsic activity at 1 uM relative to 5-HT in presence of carbachol,,The discovery of diazepinone-based 5-HT3 receptor partial agonists.,Bioorg. Med. Chem. Lett.,2014,24,11,"Manning DD, Guo C, Zhang Z, Ryan KN, Naginskaya J, Choo SH, Masih L, Earley WG, Wierschke JD, Newman AS, Brady CA, Barnes NM, Guzzo PR",,1350969,DTCT0023221,13709630,DTCC01486919,1042780,58772
CHEMBL3261482,P46098,,WLINCFBAKQHMPZ-OAHLLOKOSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24755431,EC50,=,178,NM,,cell_based,,,,,,,,,,,,Agonist activity at human 5-HT3A receptor expressed in HEK293 cells in presence of carbachol,,The discovery of diazepinone-based 5-HT3 receptor partial agonists.,Bioorg. Med. Chem. Lett.,2014,24,11,"Manning DD, Guo C, Zhang Z, Ryan KN, Naginskaya J, Choo SH, Masih L, Earley WG, Wierschke JD, Newman AS, Brady CA, Barnes NM, Guzzo PR",,1350971,DTCT0023221,13709640,DTCC01486919,1042780,58772
CHEMBL3261482,P46098,,WLINCFBAKQHMPZ-OAHLLOKOSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24755431,KI,=,6.4,NM,,,,,,,,,,,,,,Displacement of [9-methyl-3H]BRL-43694 from human 5-HT3A receptor after overnight incubation by scintillation proximity assay,,The discovery of diazepinone-based 5-HT3 receptor partial agonists.,Bioorg. Med. Chem. Lett.,2014,24,11,"Manning DD, Guo C, Zhang Z, Ryan KN, Naginskaya J, Choo SH, Masih L, Earley WG, Wierschke JD, Newman AS, Brady CA, Barnes NM, Guzzo PR",,1350968,DTCT0023221,13709621,DTCC01486919,1042780,58772
CHEMBL3261483,P46098,,JBVRKZZSTULWTO-OAHLLOKOSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24755431,ACTIVITY,=,28,%,,cell_based,,,,,,,,,,,,Partial agonist activity at human 5-HT3A receptor expressed in HEK293 cells assessed as change in Ca2+ level measured as intrinsic activity at 1 uM relative to 5-HT in presence of carbachol,,The discovery of diazepinone-based 5-HT3 receptor partial agonists.,Bioorg. Med. Chem. Lett.,2014,24,11,"Manning DD, Guo C, Zhang Z, Ryan KN, Naginskaya J, Choo SH, Masih L, Earley WG, Wierschke JD, Newman AS, Brady CA, Barnes NM, Guzzo PR",,1350969,DTCT0023221,13709631,DTCC01486920,1625395,58772
CHEMBL3261483,P46098,,JBVRKZZSTULWTO-OAHLLOKOSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24755431,EC50,=,178,NM,,cell_based,,,,,,,,,,,,Agonist activity at human 5-HT3A receptor expressed in HEK293 cells in presence of carbachol,,The discovery of diazepinone-based 5-HT3 receptor partial agonists.,Bioorg. Med. Chem. Lett.,2014,24,11,"Manning DD, Guo C, Zhang Z, Ryan KN, Naginskaya J, Choo SH, Masih L, Earley WG, Wierschke JD, Newman AS, Brady CA, Barnes NM, Guzzo PR",,1350971,DTCT0023221,13709641,DTCC01486920,1625395,58772
CHEMBL3261483,P46098,,JBVRKZZSTULWTO-OAHLLOKOSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24755431,KI,=,0.5,NM,,,,,,,,,,,,,,Displacement of [9-methyl-3H]BRL-43694 from human 5-HT3A receptor after overnight incubation by scintillation proximity assay,,The discovery of diazepinone-based 5-HT3 receptor partial agonists.,Bioorg. Med. Chem. Lett.,2014,24,11,"Manning DD, Guo C, Zhang Z, Ryan KN, Naginskaya J, Choo SH, Masih L, Earley WG, Wierschke JD, Newman AS, Brady CA, Barnes NM, Guzzo PR",,1350968,DTCT0023221,13709622,DTCC01486920,1625395,58772
CHEMBL3261483,P46098,,JBVRKZZSTULWTO-OAHLLOKOSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,,KI,=,0.5,NM,,,,,,,,,,,,,,"BindingDB_Patents: Radioligand Binding Assay. The relative affinity of the various compounds for the human 5-HT3 receptor was measured in a radioligand binding assay, using a scintillation proximity assay (SPA) format. Test compounds were dissolved to 10 mM in 100% DMSO, then serially diluted at 10x assay concentrations in 100% DMSO in 96-well polypropylene plates and further diluted to 4x assay concentrations with the assay buffer. Samples were incubated in 50 mM Tris-HCl, pH 7.5, 3 mM MgCl2, 1 mM EDTA and 10% DMSO with 10 nM [9-methyl-3H]BRL-43694 (Perkin Elmer), 3 ug of human 5-HT3 receptor membranes (Perkin Elmer) and 0.5 mg/mL SPA beads (WGA PVT, Amersham Biosciences) in a final volume of 0.2 mL. Binding reactions were set up in wells of PicoPlates-96 (Perkin Elmer) by adding consecutively 50 uL of each competing compound or buffer, SPA beads, the radioligand and 5-HT3 receptor membranes. After an overnight incubation at room temperature on a Nutator mixer, plates were centrifuged for 15 min at 1,500 rpm.",,"5-HT3 receptor modulators, methods of making, and use thereof",,2015,,,,,1528463,DTCT0023221,14678620,DTCC01486920,1627864,65052
CHEMBL3261484,P46098,,RBNIAPFMQOKNBD-MRXNPFEDSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24755431,KI,=,0.8,NM,,,,,,,,,,,,,,Displacement of [9-methyl-3H]BRL-43694 from human 5-HT3A receptor after overnight incubation by scintillation proximity assay,,The discovery of diazepinone-based 5-HT3 receptor partial agonists.,Bioorg. Med. Chem. Lett.,2014,24,11,"Manning DD, Guo C, Zhang Z, Ryan KN, Naginskaya J, Choo SH, Masih L, Earley WG, Wierschke JD, Newman AS, Brady CA, Barnes NM, Guzzo PR",,1350968,DTCT0023221,13709623,DTCC01486921,622758,58772
CHEMBL3261485,P46098,,XDJFTOOYWJXAAZ-MRXNPFEDSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24755431,ACTIVITY,=,87,%,,cell_based,,,,,,,,,,,,Partial agonist activity at human 5-HT3A receptor expressed in HEK293 cells assessed as change in Ca2+ level measured as intrinsic activity at 1 uM relative to 5-HT in presence of carbachol,,The discovery of diazepinone-based 5-HT3 receptor partial agonists.,Bioorg. Med. Chem. Lett.,2014,24,11,"Manning DD, Guo C, Zhang Z, Ryan KN, Naginskaya J, Choo SH, Masih L, Earley WG, Wierschke JD, Newman AS, Brady CA, Barnes NM, Guzzo PR",,1350969,DTCT0023221,13709632,DTCC01486922,1496096,58772
CHEMBL3261485,P46098,,XDJFTOOYWJXAAZ-MRXNPFEDSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24755431,EC50,=,178,NM,,cell_based,,,,,,,,,,,,Agonist activity at human 5-HT3A receptor expressed in HEK293 cells in presence of carbachol,,The discovery of diazepinone-based 5-HT3 receptor partial agonists.,Bioorg. Med. Chem. Lett.,2014,24,11,"Manning DD, Guo C, Zhang Z, Ryan KN, Naginskaya J, Choo SH, Masih L, Earley WG, Wierschke JD, Newman AS, Brady CA, Barnes NM, Guzzo PR",,1350971,DTCT0023221,13709643,DTCC01486922,1496096,58772
CHEMBL3261485,P46098,,XDJFTOOYWJXAAZ-MRXNPFEDSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24755431,KI,=,13.5,NM,,,,,,,,,,,,,,Displacement of [9-methyl-3H]BRL-43694 from human 5-HT3A receptor after overnight incubation by scintillation proximity assay,,The discovery of diazepinone-based 5-HT3 receptor partial agonists.,Bioorg. Med. Chem. Lett.,2014,24,11,"Manning DD, Guo C, Zhang Z, Ryan KN, Naginskaya J, Choo SH, Masih L, Earley WG, Wierschke JD, Newman AS, Brady CA, Barnes NM, Guzzo PR",,1350968,DTCT0023221,13709624,DTCC01486922,1496096,58772
