compound_id,Original_Entry_ID,Entrez_ID,Activity_Flag,PXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,InChI,SMILES,rdkit_smiles,VALUE_NUM_mean,VALUE_NUM_std,Perc_Var,Remove_BadDuplicate
NTHPAPBPFQJABD-GZURDMDWNA-N,CHEMBL1643895,3359,A,10.22,chembl20,700634,9606,HTR3A,2102,"InChI=1/C17H17N3O/c1-20-9-13(12-4-2-3-5-16(12)20)17(21)11-6-7-14-15(8-11)19-10-18-14/h2-5,9-11H,6-8H2,1H3,(H,18,19)/t11-/m1/s1/f/h18H",O=C(C=1C2=C(N(C1)C)C=CC=C2)[C@H]3CC=4N=CNC4CC3,Cn1cc(C(=O)[C@@H]2CCc3[nH]cnc3C2)c2ccccc21,10.22,,0.0,0
NTHPAPBPFQJABD-KQEWOFGYNA-N,CHEMBL1628655,3359,A,9.82,chembl20,689168,9606,HTR3A,2102,"InChI=1/C17H17N3O/c1-20-9-13(12-4-2-3-5-16(12)20)17(21)11-6-7-14-15(8-11)19-10-18-14/h2-5,9-11H,6-8H2,1H3,(H,18,19)/i1T3/f/h19H",C=1(C2=CC=CC=C2N(C1)C([3H])([3H])[3H])C(C3CCC=4N=CNC4C3)=O,[H]C([H])([H])n1cc(C(=O)C2CCc3nc[nH]c3C2)c2ccccc21,9.82,,0.0,0
NTHPAPBPFQJABD-SRIDJUQPNA-N,108000,3359,A,10.2218,pubchem,552106,9606,HTR3A,2102,"InChI=1/C17H17N3O/c1-20-9-13(12-4-2-3-5-16(12)20)17(21)11-6-7-14-15(8-11)19-10-18-14/h2-5,9-11H,6-8H2,1H3,(H,18,19)/t11-/m1/s1/f/h19H",O=C([C@@H]1CCC=2N=CNC2C1)C=3C=4C(N(C3)C)=CC=CC4,Cn1cc(C(=O)[C@@H]2CCc3nc[nH]c3C2)c2ccccc21,10.2218,,0.0,0
NVNVERQZWUUANS-XBXBPLPCNA-N,CHEMBL224389,3359,A,5.72,chembl20,578446,9606,HTR3A,2102,"InChI=1/C22H23FN4O3/c23-16-5-7-17(8-6-16)27-21(29)18-9-4-15(14-19(18)25-22(27)30)20(28)24-10-13-26-11-2-1-3-12-26/h4-9,14H,1-3,10-13H2,(H,24,28)(H,25,30)/f/h24-25H",C=1C(=CC=2NC(N(C(C2C1)=O)C3=CC=C(C=C3)F)=O)C(=O)NCCN4CCCCC4,O=C(NCCN1CCCCC1)c1ccc2c(=O)n(-c3ccc(F)cc3)c(=O)[nH]c2c1,5.72,,0.0,0
NWNWYYITEHIGQE-LQFNOIFHNA-N,CHEMBL33884,3359,A,5.0,chembl20,564428,9606,HTR3A,2102,"InChI=1/C19H27N3O4S/c1-21-13-17(16-5-3-4-6-18(16)21)19(23)26-14-15-7-10-22(11-8-15)12-9-20-27(2,24)25/h3-6,9,13,15,27H,7-8,10-12,14H2,1-2H3,(H,24,25)/f/h24H",N1(CCC(COC(C2=CN(C=3C=CC=CC23)C)=O)CC1)CC=NS(O)(=O)C,Cn1cc(C(=O)OCC2CCN(CC=N[SH](C)(=O)O)CC2)c2ccccc21,5.0,,0.0,0
NYLTZSWXKJWKOY-UYBDAZJANA-N,CHEMBL571483,79246,A,8.65,chembl20,592418,10116,HTR3A,2102,"InChI=1/C19H20N6O/c26-15-3-4-17-16(10-15)22-19(18-2-1-5-25(17)18)24-8-6-23(7-9-24)12-14-11-20-13-21-14/h1-5,10-11,13,26H,6-9,12H2,(H,20,21)/f/h20H",C=1C(=CC=2N=C(N3CCN(CC3)CC4=CNC=N4)C=5N(C=CC5)C2C1)O,Oc1ccc2c(c1)nc(N1CCN(Cc3c[nH]cn3)CC1)c1cccn12,8.65,,0.0,0
NYNPDVHTKWVOLU-PKDVVFMDNA-N,CHEMBL419496,3359,A,9.0,chembl20,851152,9606,HTR3A,2102,"InChI=1/C16H19ClN2O2/c17-12-7-11-3-6-21-15(11)13(8-12)16(20)18-14-9-19-4-1-10(14)2-5-19/h7-8,10,14H,1-6,9H2,(H,18,20)/t14-/m0/s1/f/h18H",C=1(C(N[C@H]2CN3CCC2CC3)=O)C4=C(CCO4)C=C(C1)Cl,O=C(N[C@H]1CN2CCC1CC2)c1cc(Cl)cc2c1OCC2,9.0,,0.0,0
NZXGDKLTTHIYTB-NDKGDYFDNA-N,CHEMBL292066,3359,A,7.72,chembl20,3480,9606,HTR3A,2102,"InChI=1/C11H14N4/c1-2-4-10-9(3-1)13-11(14-10)15-7-5-12-6-8-15/h1-4,12H,5-8H2,(H,13,14)/f/h13H",C1(=NC=2C=CC=CC2N1)N3CCNCC3,c1ccc2[nH]c(N3CCNCC3)nc2c1,7.72,,0.0,0
OBSQXMOZMFTQSH-LVUISUDPNA-N,CHEMBL3084582,3359,A,6.5,chembl20,564428,9606,HTR3A,2102,"InChI=1/C17H22N4O3/c1-20-11-3-4-12(20)8-10(7-11)18-16(22)21-15-9-13(24-2)5-6-14(15)19-17(21)23/h5-6,9-12H,3-4,7-8H2,1-2H3,(H,18,22)(H,19,23)/t10-,11-,12+/f/h18,23H",[C@H]12C[C@H](C[C@H](CC1)N2C)NC(N3C(=NC=4C=CC(=CC43)OC)O)=O,COc1ccc2nc(O)n(C(=O)N[C@H]3C[C@@H]4CC[C@H](C3)N4C)c2c1,6.5,,0.0,0
OCKIPDMKGPYYJS-ZDUSSCGKNA-N,9794392,3359,A,7.92082,pubchem,690410,9606,HTR3A,2102,"InChI=1/C13H16N2O/c1-2-10-8-13(16-12(10)14-5-1)9-15-6-3-11(13)4-7-15/h1-2,5,11H,3-4,6-9H2/t13-/m0/s1",O1[C@@]2(C3CCN(C2)CC3)CC=4C1=NC=CC4,c1cnc2c(c1)C[C@@]1(CN3CCC1CC3)O2,7.92082,,0.0,0
ODMLUIATXKBXOW-HRNBZBKQNA-N,CHEMBL1632174,3359,A,5.0,chembl20,697187,9606,HTR3A,2102,"InChI=1/C24H33N3O4/c28-21(29)9-2-1-5-12-26-14-10-18(11-15-26)17-25-23(30)22-19-7-3-4-8-20(19)27-13-6-16-31-24(22)27/h3-4,7-8,18H,1-2,5-6,9-17H2,(H,25,30)(H,28,29)/f/h25,28H",C1=CC=C2N3C(OCCC3)=C(C2=C1)C(NCC4CCN(CC4)CCCCCC(=O)O)=O,O=C(O)CCCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1,5.0,,0.0,0
OFHBGKCIXSZVLN-FNFDWACINA-N,CHEMBL389120,3359,N,4.6,chembl20,445992,9606,HTR3A,2102,"InChI=1/C56H64N4O6/c1-61-45-16-14-34(26-47(45)63-3)30-59-22-18-39-44(59)28-40-36(32-59)19-24-65-54-50(40)52(39)57(38-10-6-5-7-11-38)55-51-41-29-49-56(42-12-8-9-13-43(42)58(54)53(51)56)21-23-60(49,33-37(41)20-25-66-55)31-35-15-17-46(62-2)48(27-35)64-4/h5-17,19-20,26-27,39-41,44,49-55H,18,21-25,28-33H2,1-4H3/q+2/t39-,40-,41-,44-,49-,50+,51+,52+,53-,54+,55+,56+,59?,60?/m0/s1",C=1C=C2[C@@]34[C@H]5N([C@H]6[C@H]7[C@H](N(C8=CC=CC=C8)[C@@H]9OCC=C%10[C@@H]([C@H]59)C[C@@H]3[N+](CC4)(C%10)CC%11=CC=C(C(=C%11)OC)OC)[C@@H]%12[C@@H]%13C[C@H]7C(=CCO6)C[N+]%13(CC%14=CC=C(C(=C%14)OC)OC)CC%12)C2=CC1,COc1ccc(C[N+]23CC[C@H]4[C@@H]2C[C@H]2C(=CCO[C@@H]5[C@H]2[C@@H]4N(c2ccccc2)[C@@H]2OCC=C4C[N+]6(Cc7ccc(OC)c(OC)c7)CC[C@]78c9ccccc9N5[C@H]7[C@H]2[C@H]4C[C@@H]86)C3)cc1OC,4.6,,0.0,0
OHGAQBAXUOYIOB-MVFHNMKANA-N,CHEMBL572038,3359,A,5.46,chembl20,598654,9606,HTR3A,2102,"InChI=1/C25H34ClN3O4/c1-29(12-11-28-24(30)20-14-21(26)22(27)15-23(20)33-3)16-18-7-4-5-10-25(18,31)17-8-6-9-19(13-17)32-2/h6,8-9,13-15,18,31H,4-5,7,10-12,16,27H2,1-3H3,(H,28,30)/t18-,25+/m1/s1/f/h28H",C1[C@](C2=CC=CC(=C2)OC)([C@H](CCC1)CN(CCNC(C=3C(=CC(=C(C3)Cl)N)OC)=O)C)O,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)CCNC(=O)c2cc(Cl)c(N)cc2OC)c1,5.46,,0.0,0
OHGAQBAXUOYIOB-PGYCIZRNNA-N,CHEMBL584743,3359,A,5.31,chembl20,598654,9606,HTR3A,2102,"InChI=1/C25H34ClN3O4/c1-29(12-11-28-24(30)20-14-21(26)22(27)15-23(20)33-3)16-18-7-4-5-10-25(18,31)17-8-6-9-19(13-17)32-2/h6,8-9,13-15,18,31H,4-5,7,10-12,16,27H2,1-3H3,(H,28,30)/t18-,25+/m0/s1/f/h28H",C1[C@@](C2=CC=CC(=C2)OC)([C@@H](CCC1)CN(CCNC(C=3C(=CC(=C(C3)Cl)N)OC)=O)C)O,COc1cccc([C@]2(O)CCCC[C@H]2CN(C)CCNC(=O)c2cc(Cl)c(N)cc2OC)c1,5.31,,0.0,0
OHKKNUFVKFSRIU-YHMIABHZNA-N,CHEMBL523716,79246,A,9.1,chembl20,523350,10116,HTR3A,2102,"InChI=1/C17H19FN6O/c18-12-3-4-14-13(10-12)20-17(15-2-1-5-24(14)15)23-8-6-22(7-9-23)11-16(19)21-25/h1-5,10,25H,6-9,11H2,(H2,19,21)/f/h19H2/b21-16-",N1=C(C=2N(C=CC2)C3=C1C=C(C=C3)F)N4CCN(CC4)C/C(/N)=N/O,N/C(CN1CCN(c2nc3cc(F)ccc3n3cccc23)CC1)=N\O,9.1,,0.0,0
OHXKHPFEXVDLQZ-VJSLDGLSNA-N,CHEMBL1277006,3359,A,7.61,chembl20,684849,9606,HTR3A,2102,"InChI=1/C25H31N5O/c31-25-20-8-2-4-10-22(20)26-23(28-25)11-5-6-14-29-15-17-30(18-16-29)24-13-12-19-7-1-3-9-21(19)27-24/h1,3,7,9,12-13H,2,4-6,8,10-11,14-18H2,(H,26,28,31)/f/h31H",N=1C(=NC(=C2CCCCC12)O)CCCCN3CCN(CC3)C=4N=C5C=CC=CC5=CC4,Oc1nc(CCCCN2CCN(c3ccc4ccccc4n3)CC2)nc2c1CCCC2,7.61,,0.0,0
OICQCECVOFFRAG-VEWCPZSHNA-N,CHEMBL462417,3359,N,4.93,chembl20,864726,9606,HTR3A,2102,"InChI=1/C16H22ClN5/c1-18-15-13-9-12(17)3-4-14(13)20-16(21-15)19-7-5-11-6-8-22(2)10-11/h3-4,9,11H,5-8,10H2,1-2H3,(H2,18,19,20,21)/f/h18-19H",C1=C(C=C2C(=C1)N=C(NCCC3CN(CC3)C)N=C2NC)Cl,CNc1nc(NCCC2CCN(C)C2)nc2ccc(Cl)cc12,4.93,,0.0,0
OIVVFYLMLVRCHQ-MZSATQPUNA-N,46233560,3359,A,7.5800399999999994,pubchem,461556,9606,HTR3A,2102,"InChI=1/C19H26N4O2/c1-22-13-6-4-7-14(22)11-12(10-13)20-19(24)18-17-15(23(2)21-18)8-5-9-16(17)25-3/h5,8-9,12-14H,4,6-7,10-11H2,1-3H3,(H,20,24)/t13-,14-/m0/s1/f/h20H",O=C(NC1C[C@H]2N([C@H](C1)CCC2)C)C3=NN(C=4C3=C(OC)C=CC4)C,COc1cccc2c1c(C(=O)NC1C[C@@H]3CCC[C@@H](C1)N3C)nn2C,7.5800399999999994,,0.0,0
OJGZHBJNBKIPHW-WYUMXYHSNA-N,CHEMBL329179,3359,A,8.71,chembl20,3465,9606,HTR3A,2102,"InChI=1/C14H12FN3S/c1-9-12(17-8-16-9)6-14-18-13(7-19-14)10-4-2-3-5-11(10)15/h2-5,7-8H,6H2,1H3,(H,16,17)/f/h16H",N=1C(C=2C(F)=CC=CC2)=CSC1CC=3N=CNC3C,Cc1[nH]cnc1Cc1nc(-c2ccccc2F)cs1,8.71,,0.0,0
OLLHYYCQHNBTQC-UHFFFAOYNA-N,CHEMBL479683,3359,A,5.6,chembl20,1296927,9606,HTR3A,2102,"InChI=1/C17H14O3/c18-14-7-4-8-16-17(14)15(19)11-13(20-16)10-9-12-5-2-1-3-6-12/h1-8,11,18H,9-10H2",C=1C=C(C=CC1)CCC2=CC(C=3C(O2)=CC=CC3O)=O,O=c1cc(CCc2ccccc2)oc2cccc(O)c12,5.6,,0.0,0
OMACXBJTMXFHCQ-UHFFFAOYNA-N,49837354,3359,A,7.1101399999999995,pubchem,536968,9606,HTR3A,2102,"InChI=1/C27H31N7O2S2/c1-18(35)33-11-9-20-22(17-33)38-25-24(20)26(36)34(28)27(30-25)37-16-4-10-31-12-14-32(15-13-31)23-8-7-19-5-2-3-6-21(19)29-23/h2-3,5-8H,4,9-17,28H2,1H3",S1C2=C(CCN(C2)C(=O)C)C3=C1N=C(SCCCN4CCN(CC4)C=5N=C6C(=CC5)C=CC=C6)N(N)C3=O,CC(=O)N1CCc2c(sc3nc(SCCCN4CCN(c5ccc6ccccc6n5)CC4)n(N)c(=O)c23)C1,7.1101399999999995,,0.0,0
OMLDMGPCWMBPAN-GPQMBLKYNA-N,CHEMBL1748,3359,A,5.8,chembl20,598654,9606,HTR3A,2102,"InChI=1/C14H20ClN3O3/c1-20-12-6-10(16)9(15)5-8(12)14(19)18-11-3-4-17-7-13(11)21-2/h5-6,11,13,17H,3-4,7,16H2,1-2H3,(H,18,19)/f/h18H",N1CCC(C(C1)OC)NC(C=2C(=CC(=C(C2)Cl)N)OC)=O,COc1cc(N)c(Cl)cc1C(=O)NC1CCNCC1OC,5.8,,0.0,0
OMMHQUDWONZRDG-UHFFFAOYNA-N,53237661,3359,A,6.85387,pubchem,712522,9606,HTR3A,2102,"InChI=1/C17H17F3N2S/c18-17(19,20)13-5-7-14(8-6-13)23-16-4-2-1-3-15(16)22-11-9-21-10-12-22/h1-8,21H,9-12H2",S(C=1C(N2CCNCC2)=CC=CC1)C3=CC=C(C=C3)C(F)(F)F,FC(F)(F)c1ccc(Sc2ccccc2N2CCNCC2)cc1,6.85387,,0.0,0
OMRBXLRIRPGSJD-UHFFFAOYNA-N,CHEMBL2205031,3359,A,7.35,chembl20,880265,9606,HTR3A,2102,"InChI=1/C19H24N2S/c1-14-5-7-18(16(3)12-14)22-19-13-15(2)4-6-17(19)21-10-8-20-9-11-21/h4-7,12-13,20H,8-11H2,1-3H3",N1(CCNCC1)C=2C(=CC(=CC2)C)SC=3C(=CC(=CC3)C)C,Cc1ccc(Sc2cc(C)ccc2N2CCNCC2)c(C)c1,7.35,,0.0,0
ONIODQRFDDUVAG-UHFFFAOYNA-N,CHEMBL2205033,3359,A,6.89,chembl20,880265,9606,HTR3A,2102,"InChI=1/C19H24N2S/c1-15-8-9-18(16(2)14-15)22-19-7-5-4-6-17(19)21-12-10-20(3)11-13-21/h4-9,14H,10-13H2,1-3H3",N1(CCN(CC1)C)C=2C(=CC=CC2)SC=3C(=CC(=CC3)C)C,Cc1ccc(Sc2ccccc2N2CCN(C)CC2)c(C)c1,6.89,,0.0,0
OPWPTXBWGBOQAM-CYSPOYASNA-N,CHEMBL2402895,3359,N,4.8,chembl20,971714,9606,HTR3A,2102,"InChI=1/C28H38N6O4S/c1-39(37,38)34-16-14-33(15-17-34)20-23(35)19-32-12-10-21(11-13-32)18-29-28(36)24-8-5-9-25-26(24)31-27(30-25)22-6-3-2-4-7-22/h2-9,21,23,35H,10-20H2,1H3,(H,29,36)(H,30,31)/f/h29-30H",S(=O)(=O)(N1CCN(CC(CN2CCC(CNC(C=3C4=C(C=CC3)NC(=N4)C=5C=CC=CC5)=O)CC2)O)CC1)C,CS(=O)(=O)N1CCN(CC(O)CN2CCC(CNC(=O)c3cccc4[nH]c(-c5ccccc5)nc34)CC2)CC1,4.8,,0.0,0
ORIFHGMCBRVMDD-ALLFDXPCNA-N,76316951,3359,A,7.82102,pubchem,526452,9606,HTR3A,2102,"InChI=1/C23H25N3O2/c1-26-17-9-5-10-18(26)14-16(13-17)24-22(27)19-11-6-12-20-21(19)25-23(28-20)15-7-3-2-4-8-15/h2-4,6-8,11-12,16-18H,5,9-10,13-14H2,1H3,(H,24,27)/t16?,17-,18+/f/h24H",O=C(NC1C[C@@H]2N([C@H](C1)CCC2)C)C3=C4N=C(OC4=CC=C3)C5=CC=CC=C5,CN1[C@H]2CCC[C@@H]1CC(NC(=O)c1cccc3oc(-c4ccccc4)nc13)C2,7.82102,,0.0,0
ORIFHGMCBRVMDD-JJVVVXOKNA-N,CHEMBL3084779,3359,A,7.82,chembl20,674333,9606,HTR3A,2102,"InChI=1/C23H25N3O2/c1-26-17-9-5-10-18(26)14-16(13-17)24-22(27)19-11-6-12-20-21(19)25-23(28-20)15-7-3-2-4-8-15/h2-4,6-8,11-12,16-18H,5,9-10,13-14H2,1H3,(H,24,27)/t16-,17-,18+/f/h24H",[C@@H]12C[C@@H](C[C@@H](CCC1)N2C)NC(C3=C4C(OC(=N4)C=5C=CC=CC5)=CC=C3)=O,CN1[C@H]2CCC[C@@H]1C[C@@H](NC(=O)c1cccc3oc(-c4ccccc4)nc13)C2,7.82,,0.0,0
ORJWZBKFHYBQDC-URUYPZNPNA-N,52943305,3359,A,6.78252,pubchem,526452,9606,HTR3A,2102,"InChI=1/C19H24N4O3/c24-18(20-15-12-22-6-4-13(15)5-7-22)14-2-1-3-16-17(14)21-19(26-16)23-8-10-25-11-9-23/h1-3,13,15H,4-12H2,(H,20,24)/t15-/m1/s1/f/h20H",O=C(N[C@H]1C2CCN(C1)CC2)C3=C4N=C(OC4=CC=C3)N5CCOCC5,O=C(N[C@@H]1CN2CCC1CC2)c1cccc2oc(N3CCOCC3)nc12,6.78252,,0.0,0
ORKNVPSCDPJCEW-UHFFFAOYNA-N,CHEMBL206666,3359,N,4.0,chembl20,445995,9606,HTR3A,2102,"InChI=1/C30H38N4/c1-7-17-33(3,4)21-25-23-13-9-11-15-27(23)31-20-30-26(22-34(5,6)18-8-2)24-14-10-12-16-28(24)32(30)19-29(25)31/h7-16H,1-2,17-22H2,3-6H3/q+2",C=1C=C2C(=C3N(C2=CC1)CC=4N(C3)C5=C(C=CC=C5)C4C[N+](CC=C)(C)C)C[N+](CC=C)(C)C,C=CC[N+](C)(C)Cc1c2n(c3ccccc13)Cc1c(C[N+](C)(C)CC=C)c3ccccc3n1C2,4.0,,0.0,0
ORMRVPRSUUACQQ-ZLJHMRGVNA-N,CHEMBL2058426,3359,A,6.23,chembl20,989092,9606,HTR3A,2102,"InChI=1/C15H15BrN4O/c1-17-15-19(2)12(14(21)20(15)3)7-9-8-18-11-6-4-5-10(16)13(9)11/h4-8,18H,1-3H3/b12-7+,17-15-",C/1(\N(C(/C(/N1C)=C\C2=CNC=3C=CC=C(C23)Br)=O)C)=N\C,C/N=C1\N(C)C(=O)/C(=C\c2c[nH]c3cccc(Br)c23)N1C,6.23,,0.0,0
ORXSRBCOMNTIRE-SRIDJUQPNA-N,CHEMBL314164,79246,A,10.3,chembl20,3406,10116,HTR3A,2102,"InChI=1/C15H19ClIN3O2/c1-22-14-9(6-10(16)13(18)12(14)17)15(21)19-11-7-20-4-2-8(11)3-5-20/h6,8,11H,2-5,7,18H2,1H3,(H,19,21)/t11-/m1/s1/f/h19H",C1(C(N[C@@H]2CN3CCC2CC3)=O)=C(C(I)=C(C(=C1)Cl)N)OC,COc1c(C(=O)N[C@@H]2CN3CCC2CC3)cc(Cl)c(N)c1I,10.3,,0.0,0
OSYVRULBWYCRFQ-UHFFFAOYNA-N,CHEMBL423899,79246,A,8.62,chembl20,592418,10116,HTR3A,2102,"InChI=1/C15H17N5/c1-18-8-10-19(11-9-18)15-13-5-3-7-20(13)12-4-2-6-16-14(12)17-15/h2-7H,8-11H2,1H3",C1=CC2=C(N=C1)N=C(N3CCN(CC3)C)C4=CC=CN24,CN1CCN(c2nc3ncccc3n3cccc23)CC1,8.62,,0.0,0
OTPPYWCIUOIPCN-LNNLXFCONA-N,10247701,3359,A,5.28,pubchem,1113283,9606,HTR3A,2102,"InChI=1/C23H24N4/c1-2-6-20-19(4-1)5-3-7-23(20)27-14-12-26(13-15-27)11-10-18-8-9-21-22(16-18)25-17-24-21/h1-9,16-17H,10-15H2,(H,24,25)/f/h25H",N1(CCN(CC1)C=2C=3C(C=CC2)=CC=CC3)CCC=4C=C5NC=NC5=CC4,c1ccc2c(N3CCN(CCc4ccc5nc[nH]c5c4)CC3)cccc2c1,5.28,,0.0,0
OTPPYWCIUOIPCN-LQFNOIFHNA-N,CHEMBL2298806,3359,A,5.28,chembl20,932184,9606,HTR3A,2102,"InChI=1/C23H24N4/c1-2-6-20-19(4-1)5-3-7-23(20)27-14-12-26(13-15-27)11-10-18-8-9-21-22(16-18)25-17-24-21/h1-9,16-17H,10-15H2,(H,24,25)/f/h24H",C(CN1CCN(CC1)C2=CC=CC=3C2=CC=CC3)C=4C=CC5=C(C4)N=CN5,c1ccc2c(N3CCN(CCc4ccc5[nH]cnc5c4)CC3)cccc2c1,5.28,,0.0,0
OUENCNZMGZDHGX-ZGWWKFFJNA-N,CHEMBL1272072,3359,A,7.49,chembl20,674333,9606,HTR3A,2102,"InChI=1/C18H21N3O2/c22-17(19-14-10-21-8-6-11(14)7-9-21)13-2-1-3-15-16(13)20-18(23-15)12-4-5-12/h1-3,11-12,14H,4-10H2,(H,19,22)/t14-/m1/s1/f/h19H",C1C2[C@@H](CN(C1)CC2)NC(C3=C4C(=CC=C3)OC(=N4)C5CC5)=O,O=C(N[C@@H]1CN2CCC1CC2)c1cccc2oc(C3CC3)nc12,7.49,,0.0,0
OUSHRJXIUGHBPY-PKSOQXRJNA-N,CHEMBL576282,79246,A,7.52,chembl20,592418,10116,HTR3A,2102,"InChI=1/C19H21FN6/c20-14-3-4-16-15(12-14)23-19(17-2-1-7-26(16)17)25-10-8-24(9-11-25)13-18-21-5-6-22-18/h1-4,7,12H,5-6,8-11,13H2,(H,21,22)/f/h21H",C1=C(C=C2N=C(N3CCN(CC3)CC4=NCCN4)C=5N(C=CC5)C2=C1)F,Fc1ccc2c(c1)nc(N1CCN(CC3=NCCN3)CC1)c1cccn12,7.52,,0.0,0
OUTWSZAPEGAWEL-BDGWVKIONA-N,CHEMBL2180835,3359,N,4.5,chembl20,877121,9606,HTR3A,2102,"InChI=1/C19H26N4O2/c1-25-16-9-7-15(8-10-16)17-14-18(22-21-17)20-19(24)6-5-13-23-11-3-2-4-12-23/h7-10,14H,2-6,11-13H2,1H3,(H2,20,21,22,24)/f/h20-21H",N1(CCCC(NC=2C=C(NN2)C3=CC=C(C=C3)OC)=O)CCCCC1,COc1ccc(-c2cc(NC(=O)CCCN3CCCCC3)n[nH]2)cc1,4.5,,0.0,0
OVNSLCAMMBQZNV-NFBKTVIUNA-N,24995991,79246,A,8.29243,pubchem,648454,10116,HTR3A,2102,"InChI=1/C19H25N3O2/c1-14-5-3-10-22(14)11-4-12-24-17-8-6-16(7-9-17)18-13-19(23)21-20-15(18)2/h6-9,13-14H,3-5,10-12H2,1-2H3,(H,21,23)/t14-/m1/s1/f/h23H",O(CCCN1[C@@H](CCC1)C)C2=CC=C(C=C2)C3=C(N=NC(O)=C3)C,Cc1nnc(O)cc1-c1ccc(OCCCN2CCC[C@H]2C)cc1,8.546215,0.3589061889268568,2.9695602088175947,0
OXIAXPOOKVTTDN-XBXBPLPCNA-N,46831057,3359,A,5.24413,pubchem,483825,9606,HTR3A,2102,"InChI=1/C22H28FN3O/c23-21-9-3-2-8-20(21)18-10-12-19(13-11-18)25-22(27)24-14-4-7-17-26-15-5-1-6-16-26/h2-3,8-13H,1,4-7,14-17H2,(H2,24,25,27)/f/h24-25H",FC=1C(C2=CC=C(NC(=O)NCCCCN3CCCCC3)C=C2)=CC=CC1,O=C(NCCCCN1CCCCC1)Nc1ccc(-c2ccccc2F)cc1,5.24413,,0.0,0
OXKRFEWMSWPKKV-CJDLIRGWNA-N,CHEMBL2180264,3359,N,4.4,chembl20,877365,9606,HTR3A,2102,"InChI=1/C22H23N3O2/c26-22(20-13-17-5-1-2-6-19(17)27-20)24-21-16-7-10-25(11-8-16)18(21)12-15-4-3-9-23-14-15/h1-6,9,13-14,16,18,21H,7-8,10-12H2,(H,24,26)/t18-,21+/m1/s1/f/h24H",C1CN2[C@@H]([C@H](C1CC2)NC(=O)C=3OC4=C(C3)C=CC=C4)CC=5C=CC=NC5,O=C(N[C@H]1C2CCN(CC2)[C@@H]1Cc1cccnc1)c1cc2ccccc2o1,4.4,,0.0,0
OXKRFEWMSWPKKV-SXKUKAAANA-N,CHEMBL1258006,15561,A,5.16,chembl20,877209,10090,HTR3A,2102,"InChI=1/C22H23N3O2/c26-22(20-13-17-5-1-2-6-19(17)27-20)24-21-16-7-10-25(11-8-16)18(21)12-15-4-3-9-23-14-15/h1-6,9,13-14,16,18,21H,7-8,10-12H2,(H,24,26)/t18-,21+/m0/s1/f/h24H",C=1C=CC(=CN1)C[C@H]2[C@@H](C3CCN2CC3)NC(=O)C4=CC=5C=CC=CC5O4,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cc2ccccc2o1,4.84,0.4525483399593908,6.61157024793389,0
OYEREZMILAMQAG-GWQIHCKNNA-N,CHEMBL415568,3359,A,5.4,chembl20,445995,9606,HTR3A,2102,"InChI=1/C40H48N4O2/c1-43-16-12-28-34(43)20-29(25(23-43)13-18-45)31-22-41-33-11-7-6-10-32(33)40-15-17-44(2)24-26-14-19-46-39(36(38(40)41)30(26)21-35(40)44)42(37(28)31)27-8-4-3-5-9-27/h3-11,13-14,22,28-30,34-39,45H,12,15-21,23-24H2,1-2H3/q+2/b25-13-,31-22?/t28-,29-,30-,34-,35-,36+,37+,38-,39+,40+,43?,44?/m0/s1",C1=CC=C2C([C@@]34[C@@H]5C[C@H]6C(C[N+]5(CC3)C)=CCO[C@@H]7[C@H]6[C@@H]4N2C=C8[C@H](N7C9=CC=CC=C9)[C@H]%10CC[N+]%11([C@H]%10C[C@H]8/C(/C%11)=C\CO)C)=C1,C[N+]12CC[C@H]3[C@@H]1C[C@H](C1=CN4c5ccccc5[C@@]56CC[N+]7(C)CC8=CCO[C@H]([C@@H]([C@H]45)[C@H]8C[C@@H]67)N(c4ccccc4)[C@@H]13)/C(=C\CO)C2,5.4,,0.0,0
OZOLNJQERDKPFN-AVZPFHFMNA-N,CHEMBL3084777,3359,A,7.83,chembl20,674333,9606,HTR3A,2102,"InChI=1/C24H27N3O3/c1-27-16-7-5-8-17(27)14-15(13-16)25-23(28)19-10-6-12-21-22(19)26-24(30-21)18-9-3-4-11-20(18)29-2/h3-4,6,9-12,15-17H,5,7-8,13-14H2,1-2H3,(H,25,28)/t15-,16-,17+/f/h25H",[C@H]12N(C)[C@H](CCC1)C[C@H](C2)NC(C3=C4N=C(OC4=CC=C3)C=5C=CC=CC5OC)=O,COc1ccccc1-c1nc2c(C(=O)N[C@H]3C[C@@H]4CCC[C@H](C3)N4C)cccc2o1,7.83,,0.0,0
