,Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
642,NYAIYQKWZFWRCU-MPIMZMORNA-N,24740862,3269,A,6.083019999999999,pubchem,470737,9606,HRH1,2055,FC1=C(OCC)C=C(CN2CCC(NC=3OC=4C(N3)=CC=CC4)CC2)C=C1
643,NYMPDEKHLLUZPU-SREBMQDQNA-N,46882182,3269,A,5.30103,pubchem,470737,9606,HRH1,2055,S(=O)(=O)(N(C)C)C1=CC=2N=C(OC2C=C1)NC3CCN(CC3)CC4=CC(OCC)=C(N5C=CC=C5)C(OCC)=C4
644,NXHYSNCNFYHMIU-ZNOMHFOANA-N,CHEMBL2171032,3269,A,6.7,chembl20,862026,9606,HRH1,2055,O=S(=O)(C=1C=C(C(N2CC[C@@H](N3CCC(OC=4C=CC(=C(C4)Cl)Cl)CC3)[C@@H](C2)C(=O)O)=O)C=CC1)C
645,NXSLQNZNLLDVBI-UHFFFAOYNA-N,CHEMBL3094216,3269,A,5.7,chembl20,1280381,9606,HRH1,2055,C1CCN(CC1)CCCOC2=CC=C3C(=C2)CCN(CC3)CC4OCCC4
646,NUTCIQIPIDPFOT-UHFFFAOYNA-N,71456045,3269,A,5.85387,pubchem,718721,9606,HRH1,2055,O(C=1C(N2CCN(CC2)CC=3C=4C(=C(C3)CO)C=CC=CC4)=CC=CC1)C
647,NSRMKMSTPLJNHM-UHFFFAOYNA-N,CHEMBL1222552,3269,A,9.2,chembl20,651968,9606,HRH1,2055,C=1C=C2C(=CC1)CN3C(C(=C2)N4CCNCC4)=NC=C3
648,NTBSVMCWAHSWAK-YLOCQQLVNA-N,CHEMBL96471,3269,A,7.53,chembl20,84421,9606,HRH1,2055,[C@H]12[C@@H](C=3C(=CC=CC3)CC4=C1C=CC=C4)CC(O2)CN5CCC(CC5)C6=CC=CC=C6
649,AUXZCLHKLUWDDZ-LQFNOIFHNA-N,CHEMBL180632,24448,A,7.0,chembl20,305278,10116,HRH1,2055,S(N1CCN(CC1)C)(=O)(=O)CCCN2CCC(CNC(C3=C4C(OCCO4)=CC=C3)=O)CC2
650,NTHUVTORAXKPJS-BTXAGOHHNA-N,CHEMBL1096429,3269,A,6.08,chembl20,629747,9606,HRH1,2055,N1C=C(CCCNC(N)=NC(C[C@H](C)C2=CC=CC=C2)=O)N=C1
651,NTHUVTORAXKPJS-DGOUWDGONA-N,46887041,3269,A,5.21,pubchem,478884,9606,HRH1,2055,O=C(N/C(=N/CCCC=1NC=NC1)/N)C[C@H](C2=CC=CC=C2)C
652,NTHUVTORAXKPJS-HRWKMIKQNA-N,46830167,3269,A,6.08,pubchem,478884,9606,HRH1,2055,O=C(N/C(=N/CCCC=1NC=NC1)/N)C[C@@H](C2=CC=CC=C2)C
653,NTHUVTORAXKPJS-ZTWHWBLCNA-N,CHEMBL1096428,3269,A,5.21,chembl20,629747,9606,HRH1,2055,N1C=C(CCCNC(N)=NC(C[C@@H](C)C2=CC=CC=C2)=O)N=C1
654,NLEQSFUEJXECJY-UHFFFAOYNA-N,57345618,3269,A,6.29328,pubchem,644866,9606,HRH1,2055,ClC1=CC=C(N2CCN(CCC2)CCCOC3=CC=C(F)C=C3)C=C1
655,NMLHPAJBQUFHAV-JEENKMFRNA-N,CHEMBL2158777,3269,A,6.8,chembl20,856370,9606,HRH1,2055,C1(=C(C=CC(=C1)OC2CCN(CC2)CC3CCN(CC3)[C@@H](CC4=CC(=CC=C4)C(F)(F)F)C(=O)O)Cl)Cl
656,NMOWFTXQHLZDDV-FQEVSTJZNA-N,CHEMBL104808,3269,A,5.04,chembl20,84425,9606,HRH1,2055,S(N[C@@H]1CN(CCCOC2=CC=C(C(C3CC3)=O)C=C2)CC1)(C4=CC=C(C=C4)F)(=O)=O
657,NNACHAUCXXVJSP-UHFFFAOYNA-N,CHEMBL462605,3269,A,5.94,chembl20,1338137,9606,HRH1,2055,C1CCCN(C1)CCCOCCCC2=CC=C(C=C2)Cl
658,NQTXEWZDVUMZDO-PKRZOPRNNA-N,71462390,3269,A,7.500039999999999,pubchem,701282,9606,HRH1,2055,ClC=1C=C(OC2CCN(C3CCN(CC3)C(=O)C=4C=CC(=CC4)C5=NNN=N5)CC2)C=CC1Cl
659,NMEALLMQARPNTN-UHFFFAOYNA-N,CHEMBL563055,3269,A,7.85,chembl20,584293,9606,HRH1,2055,C1=CC=C2N(C(N3CCC(CC3)NCC4CCOCC4)=NC2=C1)CC=5C=CC(=CC5)OC
660,OLWRVVHPJFLNPW-CEZQZSTCNA-N,CHEMBL85606,3269,A,6.2,chembl20,465005,9606,HRH1,2055,C(C1=C2C(=NC=C1)C=CC=C2)(N[C@@H]3CC[C@@H](CCN4CC5=C(C=C(C#N)C=C5)CC4)CC3)=O
661,OHBPVXVMMZZMKM-UHFFFAOYNA-N,CHEMBL181085,3269,A,8.12,chembl20,302917,9606,HRH1,2055,C(N(O)CCC#CC1=CC=C(C=C1)OCCCCN2CCN(CC2)C(C=3C=CC(=CC3)F)C=4C=CC(=CC4)F)(OCC(C)C)=O
662,OHKBLWVRXBNICP-UHFFFAOYNA-N,CHEMBL1783965,3269,A,6.8,chembl20,750451,9606,HRH1,2055,C1(=CC=C2C(=C1)C3=C(N2CCC4=CC=NC=C4)CCN(C3)C)C
663,OORNIOGZQUYGRW-UHFFFAOYNA-N,54579956,3269,A,6.21467,pubchem,600294,9606,HRH1,2055,FC1=CC=2C3=C(N(C2C=C1)CCC4=NC=CC=C4)CCN(C3)C
664,ONISVGVNTCDONI-LQFNOIFHNA-N,CHEMBL3233067,3269,A,5.21,chembl20,1338137,9606,HRH1,2055,C1(N(C(C(N1)(C=2C=CC=CC2)C=3C=CC=CC3)=O)CCCN4CCCCC4)=O
665,ONRXABULYAHOMS-UHFFFAOYNA-N,CHEMBL1617548,3269,N,4.97,chembl20,790127,9606,HRH1,2055,O=C(CN1C=2C(N(C1=N)CC=C)=CC=CC2)C=3C=CC=CC3
666,ONUZLDLDGNZGFE-UHFFFAOYNA-N,CHEMBL311231,3269,A,6.0,chembl20,84540,9606,HRH1,2055,N12C(C3=C(C=CC=C3)CC4=C1C=CC=C4)CC(O2)CN5CCNCC5
667,OIZJONXKUPPZIC-UHFFFAOYNA-N,CHEMBL1093623,3269,A,8.6,chembl20,625162,9606,HRH1,2055,C1(=CC=C2C(C(CCN(C)C)CC2=C1)=C(C)C=3SC=CN3)OC
668,OIZYYUJMNZAXNN-UHFFFAOYNA-N,CHEMBL1767155,3269,A,8.2,chembl20,741663,9606,HRH1,2055,C=1C=C(CC2=NN(CC3CCN(C3)C)C(=O)C=4C2=CC=CC4)C=CC1Cl
669,OKSDPUBPIUWZPV-UHFFFAOYNA-N,CHEMBL598753,3269,A,5.58,chembl20,612232,9606,HRH1,2055,C1=CC=C2C(C(CN)C=3C=4C(C=CC3C2)=CC(=CC4)OC)=C1
670,OLJSGKYQYTWQNJ-UYBDAZJANA-N,25147772,3269,A,7.700060000000001,pubchem,408968,9606,HRH1,2055,ClC1=CC2=C(N=C(N3CCN(CC3)C)N=C2C=C1)NCC=4SC=CC4
671,NSMCYUMPIGJKHV-UHFFFAOYNA-N,CHEMBL1940418,3269,A,6.78,chembl20,797758,9606,HRH1,2055,C=1C=C(CCCCN2CCN(CC2)C=3N=CC=CC3)C=CC1F
672,NWCYKTKORNLIRC-MFGQBEIINA-N,CHEMBL1278115,3269,A,7.6,chembl20,685205,9606,HRH1,2055,[C@]12(CC(CC1)NCCC(=O)O)CC3=C(C=CC=C3)CC=4C=CC=CC24
673,NWCYKTKORNLIRC-ORYMRANXNA-N,CHEMBL1278114,3269,A,8.0,chembl20,685205,9606,HRH1,2055,[C@@]12(CC(CC1)NCCC(=O)O)CC3=C(C=CC=C3)CC=4C=CC=CC24
674,LSHDMKHXFDYKLP-WSMKUOCGNA-N,CHEMBL2207659,3269,A,7.6,chembl20,884700,9606,HRH1,2055,C1=C(C=CC(=C1C)OC2CCN(CC2)C[C@@H](CNC(C=3C(=NNC3)C(F)(F)F)=O)O)Cl
675,LSHDMKHXFDYKLP-YCCBMTNFNA-N,59296100,3269,A,7.59998,pubchem,716957,9606,HRH1,2055,ClC1=CC(=C(OC2CCN(CC2)C[C@H](O)CNC(=O)C3=C(NN=C3)C(F)(F)F)C=C1)C
676,LSIFHTLGRJYRRF-UHFFFAOYNA-N,CHEMBL140483,24448,A,5.7,chembl20,84706,10116,HRH1,2055,C1(C2=NC=CC=C2CCC3=C1C=CC=C3)C=4CCN(CC4)C(=O)C
677,LQNLNHOIPAAEJI-UHFFFAOYNA-N,CHEMBL94480,3269,A,8.2,chembl20,84418,9606,HRH1,2055,C=1(N(C2=CC=CC=C2N1)CC=3N=CC=CC3)C(C4CCN(CC4)CCC5(CN(C(C6=CC(OC)=C(C(=C6)OC)OC)=O)CC5)C=7C=CC(=CC7)F)=O
678,PBYSLXLVOFLVAY-LBOYIXSDNA-N,9932698,3269,A,7.19382,pubchem,517793,9606,HRH1,2055,FC1=CC=C(N2C=C(C3CCN(CC3)CCN4CCNC4=O)C5=C2C=CC(=C5)CN)C=C1
679,OZETYYSIKGRYTO-UHFFFAOYNA-N,CHEMBL79838,3269,A,6.0,chembl20,84540,9606,HRH1,2055,N12C(C3=C(C=CC=C3)CC4=C1C=CC=C4)CC(O2)CN5CCN(CC5)C6=CC(Cl)=CC=C6
680,PEDXQUUSXXYPJU-YXEXQFSSNA-N,CHEMBL291166,3269,A,6.45,chembl20,84539,9606,HRH1,2055,C1(=C(N(C)C(C[C@@H]1C2=CC(F)=C(C=C2)F)=O)C)C(=O)NCCCN3CCC(CC3)(C#N)C4=CC=C(C=C4)F
681,PHHPFXWDLDXLPN-LELJVTLKNA-N,71455217,3269,A,7.500039999999999,pubchem,701282,9606,HRH1,2055,ClC=1C=C(OC2CCN(C3CCN(CC3)C(=O)NS(=O)(=O)C=4C=C(C=CC4)C)CC2)C=CC1Cl
682,PHLBKPHSAVXXEF-UHFFFAOYNA-N,CHEMBL621,3269,A,7.38,chembl20,774767,9606,HRH1,2055,N12C(N(CCCN3CCN(CC3)C=4C=C(Cl)C=CC4)N=C1C=CC=C2)=O
683,PCRWWFINVOSHRN-ZTOFUINCNA-N,CHEMBL2208425,3269,A,7.8,chembl20,887254,9606,HRH1,2055,C1(=C(C=CC(=C1)OC2CCN(CC2)C[C@@H](CNC(=O)C=3N=C4N(C3)C=C(C=C4)F)O)Cl)Cl
684,PFSYJJKLBNXBAA-NRFANRHFNA-N,CHEMBL107293,3269,A,5.26,chembl20,84425,9606,HRH1,2055,S(N[C@@H]1CN(CCCOC=2C=CC(C(C3CC3)=O)=CC2)CC1)(C4=CC=C(C=C4)C)(=O)=O
685,PGGCRGAETLNAJC-UHFFFAOYNA-N,CHEMBL426317,3269,A,6.08,chembl20,346849,9606,HRH1,2055,N1(C(=O)N(CCCCN2CCN(CC2)C3=CC=CC(=C3)OC)N=CC1=O)C
686,PFEUKVRZIQOBBQ-UHFFFAOYNA-N,CHEMBL15941,24448,A,7.0,chembl20,84709,10116,HRH1,2055,C1(N(C=2C=CC(=CC2S1)CCCCN3CCN(CC3)CC4=CC=CC=C4)C)=O
687,NRNPLYWFPSCQAF-UHFFFAOYNA-N,CHEMBL1092650,3269,A,8.82,chembl20,625162,9606,HRH1,2055,C1(=CC=C2C(=C(CCN(C)C)CC2=C1)CC3=C(N=CC=N3)OC)Cl
688,OWPHKTVZEZNCMB-UHFFFAOYNA-N,44373221,3269,A,6.8632800000000005,pubchem,454690,9606,HRH1,2055,NCCC1C=2C(CC=3C1=CC=CC3)=CC=CC2
689,OVTUKEYYZWXZMJ-UHFFFAOYNA-N,CHEMBL1092767,3269,A,7.46,chembl20,624292,9606,HRH1,2055,C1=CC=C2C(=C1)SC(CCN(C)C)=C2C(C3=NC=CS3)C
690,OWANSEFRVFQYIX-UHFFFAOYNA-N,CHEMBL10826,24448,A,6.64,chembl20,84703,10116,HRH1,2055,C1(C=2N=CC(=CC2CCC3=C1C=CC(Cl)=C3)C4=CC=CC=C4)=C5CCN(CC5)C(=O)C
691,OWMBYQVIMDTSAW-HNNXBMFYNA-N,CHEMBL1092663,3269,A,8.38,chembl20,625162,9606,HRH1,2055,C1(=CC=C2C(=C(CCN(C)C)CC2=C1)[C@H](C3=CN=CC=N3)C)C
692,OZTFIAAWMZADJF-LILDFLRNNA-N,CHEMBL451,3269,A,6.68,chembl20,774767,9606,HRH1,2055,[N+]1(=C(C=2C(=CC=C(C2)Cl)NC(C1)=NC)C=3C=CC=CC3)O
693,OZUNHSMQAVTNLW-UHFFFAOYNA-N,CHEMBL1923535,3269,N,4.96,chembl20,790127,9606,HRH1,2055,C=1C=C(C=CC1)OC2=CC=CC=C2CCN
694,OZZLMZAQJKSGCB-UHFFFAOYNA-N,CHEMBL257946,3269,A,7.0,chembl20,465005,9606,HRH1,2055,C1=CC=C2C(=C1C=3N(C(SCCCN4CCC=5C(CC4)=CC6=C(C5)ON=C6C)=NN3)C)C=CC(=N2)C
695,OYPLAXJPSYQQHQ-UHFFFAOYNA-N,CHEMBL274357,24448,A,6.64,chembl20,84703,10116,HRH1,2055,C1(C2=C(CCC3=C1C=CC(Cl)=C3)C(C)=CC=N2)=C4CCN(CC4)C(=O)C
696,OYUFXMRRZYKKDL-UHFFFAOYNA-N,CHEMBL255827,3269,A,5.6,chembl20,465005,9606,HRH1,2055,O1C=NC(C)=C1C=2N(C(SCCCN3CCC=4C(=CC5=C(C4)N=C(O5)C)CC3)=NN2)C
697,PAQOLVFJAVGSLY-UHFFFAOYNA-N,10361564,24448,A,8.52288,pubchem,87524,10116,HRH1,2055,S1C=2C=C(CCN3CCC(CC3)CC4=CC=CC=C4)C=CC2N(C1=O)C
698,OYGQVRYZRZJCQY-OKPOJWAQNA-N,CHEMBL564168,3269,A,6.91,chembl20,577960,9606,HRH1,2055,N1(C2=C(SC3=C1C=CC=C3)C=CC(=C2)C(=O)O)CCN4CCN(C=5N(C(N(C(C5)=O)C)=O)C)CC4
699,OSUVEVWOPQLILG-LELJVTLKNA-N,CHEMBL2171039,3269,A,7.3,chembl20,862026,9606,HRH1,2055,O=S(=O)(NC(N1CCC(N2CCC(OC=3C=CC(=C(C3)Cl)Cl)CC2)CC1)=O)C4=C(C=CC=C4)Cl
700,OXJGPZFAZUEPIX-UHFFFAOYNA-N,CHEMBL455288,3269,A,6.41,chembl20,540493,9606,HRH1,2055,C1CCCN(C1)CCCOC=2C=CC(=CC2)C(OCCN3CCN(CC3)CCCN4C5=C(SC6=C4C=CC=C6)C=CC(=C5)C(F)(F)F)=O
701,NRQJARQPULKWBG-UHFFFAOYNA-N,CHEMBL256015,3269,A,5.5,chembl20,465005,9606,HRH1,2055,C1=CC=C2C(=C1C=3N(C(SCCCN4CCC=5C(CC4)=CC6=C(C5)OC(=N6)C(C)C)=NN3)C)C=CC(C)=N2
702,OFGZKSUTEKHHAS-SWUIVHNENA-N,CHEMBL236788,3269,A,5.59,chembl20,621600,9606,HRH1,2055,C=1C=C2OC(=NC2=CC1S(N)(=O)=O)NC3CCN(CC4=CC(=C(C(=C4)OCC)N)OCC)CC3
703,OFMHVSNETOZSQH-UHFFFAOYNA-N,CHEMBL95029,3269,A,8.22,chembl20,84418,9606,HRH1,2055,C1(=NC2=CC=CC=C2N1CCCCOC=3C(C(=O)OC)=CC=CC3)C(C4CCN(CC4)CCC5(CN(C(C6=CC(OC)=C(C(=C6)OC)OC)=O)CC5)C=7C=CC=CC7)=O
704,OCTCGJOOXMBSHC-UHFFFAOYNA-N,CHEMBL11159,24448,A,7.0,chembl20,84703,10116,HRH1,2055,C1(C=2N=CC(=CC2CCC3=C1C=CC(Cl)=C3)Cl)=C4CCN(CC4)C(=O)C
705,OBWMMIRAGYDGRN-UHFFFAOYNA-N,CHEMBL1092598,3269,A,9.1,chembl20,625162,9606,HRH1,2055,C1=CC=C2C(=C1)CC(CCN(C)C)C2=C(C=3SC=CN3)C
706,ODFDIJBCTCNYMX-BEMYEVAINA-N,CHEMBL1774502,3269,A,7.04,chembl20,745951,9606,HRH1,2055,N1(C(N(C(N2CCN(CCC2)CC/C=C/3\C4=C(OCC5=C3C=CC=C5)C=CC(=C4)CC(O)=O)=CC1=O)C)=O)C
707,ODJIGTDOQQQJKM-JKRBJUMTNA-N,CHEMBL314968,3269,A,7.33,chembl20,84421,9606,HRH1,2055,[C@H]12[C@@H](C=3C(=CC=CC3)SC4=C1C=CC=C4)CC(O2)CN5CCC(CC5)C6=CC=CC=C6
708,ODKRBJGIPOQDPJ-ZZXDMEAENA-N,CHEMBL2207663,3269,A,8.0,chembl20,884700,9606,HRH1,2055,C1=C(C=CC(=C1C)OC2CCN(CC2)C[C@@H](CNC(C3=C(C=C(N=C3)O)C(F)(F)F)=O)O)Cl
709,ODMLUIATXKBXOW-HRNBZBKQNA-N,CHEMBL1632174,3269,A,5.0,chembl20,697205,9606,HRH1,2055,C1=CC=C2N3C(OCCC3)=C(C2=C1)C(NCC4CCN(CC4)CCCCCC(=O)O)=O
710,ODQWQRRAPPTVAG-UHFFFAOYNA-N,CHEMBL1628227,24448,A,11.52,chembl20,84698,10116,HRH1,2055,CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C13
711,ODQWQRRAPPTVAG-UHFFFAOYNA-N,CHEMBL1628227,3269,A,10.18,chembl20,774767,9606,HRH1,2055,CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C13
712,OEJHRMYSNOPXGZ-UHFFFAOYNA-N,CHEMBL327888,3269,A,8.21,chembl20,84418,9606,HRH1,2055,C1(=NC2=CC=CC=C2N1CCOCC)C(C3CCN(CC3)CCC4(CN(C(C5=CC(OC)=C(C(=C5)OC)OC)=O)CC4)C6=CC(OC)=C(C=C6)OC)=O
713,OGQADGYHVAQLNE-UHFFFAOYNA-N,CHEMBL1669416,3269,A,6.6,chembl20,718096,9606,HRH1,2055,C1=CC=C2C(CC3=CN=CC=N3)=C(CC2=C1)CCN4CCC(C4)(F)F
714,OGTGPRXXTIEASF-HNNXBMFYNA-N,CHEMBL1669409,3269,A,7.49,chembl20,718096,9606,HRH1,2055,C1=CC=C2C([C@H](C3=CN=CC=N3)C)=C(CC2=C1)CCN(C)CC#N
715,NJOYBVVACVXAAZ-SFHVURJKNA-N,CHEMBL322678,3269,N,4.04,chembl20,84425,9606,HRH1,2055,S(C=1N=CN(C1)C)(N[C@@H]2CN(CCCOC3=CC=C(C(C4CC4)=O)C=C3)CC2)(=O)=O
716,NIKHLOHBEKSSNM-AIHIBHRINA-N,CHEMBL1774500,3269,A,7.08,chembl20,745951,9606,HRH1,2055,N1(C(=O)N(C(N2CCN(CC2)CC/C=C/3\C4=C(OCC5=C3C=CC=C5)C=CC(=C4)CC(O)=O)=CC1=O)C)C
717,NIKHLOHBEKSSNM-BGTWZHGSNA-N,CHEMBL1774501,3269,A,6.27,chembl20,745951,9606,HRH1,2055,N1(C(=O)N(C(N2CCN(CC2)CC/C=C/3\C4=C(COC5=C3C=C(C=C5)CC(=O)O)C=CC=C4)=CC1=O)C)C
718,NDWXGJDJKXDMOV-DVIAZDKANA-N,23027035,3269,A,6.76955,pubchem,443389,9606,HRH1,2055,O=C(NC1CCC(NC=2N=C(N(C)C)C(=CN2)C)CC1)C=3C=CC(=CC3)C
719,NDWXGJDJKXDMOV-NZXLVCTENA-N,CHEMBL578170,3269,A,6.77,chembl20,594567,9606,HRH1,2055,C=1(C(N(C)C)=NC(=NC1)N[C@H]2CC[C@H](CC2)NC(C=3C=CC(=CC3)C)=O)C
720,NDXPOARUSJMOJN-CSYHQQIMNA-N,CHEMBL2207661,3269,A,7.9,chembl20,884700,9606,HRH1,2055,C1(=C(C=CC(=C1)OC2CCN(CC2)C[C@@H](CNC(C3=C(NN=C3)C4CC4)=O)O)Cl)Cl
721,NDXPOARUSJMOJN-ZHHKNJMINA-N,71459762,3269,A,7.89997,pubchem,716957,9606,HRH1,2055,ClC=1C=C(OC2CCN(CC2)C[C@H](O)CNC(=O)C=3C(=NNC3)C4CC4)C=CC1Cl
722,NEUFWHZAVWYYSZ-UHFFFAOYNA-N,CHEMBL325516,3269,A,5.89,chembl20,84419,9606,HRH1,2055,N1(C(=O)OCCC=2C=CC(=CC2)F)CCN(CC1)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
723,NFBNIRNKYJTDIE-ZYMSVLFVNA-N,CHEMBL113956,3269,A,5.74,chembl20,84419,9606,HRH1,2055,C(N1CCN(CC1)CCCC(C2=CC=C(C=C2)F)C=3C=CC(=CC3)F)(=O)NCCC4=CC=C(C=C4)OCC
724,NFQWOMAFZMZYOX-PWIKPTQSNA-N,45484995,3269,A,6.03621,pubchem,443389,9606,HRH1,2055,FC=1C=C(C(=O)NCC2CCC(NC=3N=C(N(C)C)C(=CN3)C)CC2)C=CC1F
725,NFQWOMAFZMZYOX-SWOHBUQNNA-N,CHEMBL577904,3269,A,6.04,chembl20,594567,9606,HRH1,2055,C=1C(=CC(F)=C(F)C1)C(NC[C@H]2CC[C@@H](NC3=NC=C(C(N(C)C)=N3)C)CC2)=O
726,NFUYVKMAGIJYKB-GPQMBLKYNA-N,CHEMBL24665,3269,A,6.6,chembl20,697505,9606,HRH1,2055,C=1(NC(CCN)=CN1)C2=CC(C(F)(F)F)=CC=C2
727,NHOMRPYETSURDH-PNDHVTJENA-N,CHEMBL2158779,3269,A,7.0,chembl20,856370,9606,HRH1,2055,C1=C(C=CC(=C1Cl)OC2CCN(CC2)CC3CCN(CC3)[C@@H](CC4=CC=C(C=C4)F)C(=O)O)Cl
728,NDEWHFAPFGGMKU-GUVSSBPZNA-N,42625303,3269,A,5.46,pubchem,414923,9606,HRH1,2055,O=C(N/C(=N/CCCC=1NC=NC1)/N)CC
729,NDEWHFAPFGGMKU-RZXPFRDXNA-N,CHEMBL475621,3269,A,5.46,chembl20,562952,9606,HRH1,2055,C=1(N=CNC1)CCCN/C(=N/C(CC)=O)/N
730,MSDXVUCMHKOWGT-KRWDZBQONA-N,CHEMBL1669418,3269,A,8.09,chembl20,718096,9606,HRH1,2055,C1=CC=C2C([C@H](C3=CN=CC=N3)C)=C(CC2=C1)CCN(CC=4OC=CC4)C
731,ORFQOTCCPFNCRW-HXTKINSTNA-N,49836637,24448,A,7.700060000000001,pubchem,537330,10116,HRH1,2055,O1C=2C(C3(CC(N4CCC(C=C4)C(O)=O)CC3)CC=5C1=CC=CC5)=CC=CC2
732,ORFQOTCCPFNCRW-HXTKINSTNA-N,CHEMBL1277126,3269,A,7.3,chembl20,685205,9606,HRH1,2055,C12(C3=C(C=CC=C3)OC4=C(C1)C=CC=C4)CCC(C2)N5C=CC(CC5)C(O)=O
733,OSJJYEUEJRVVOD-TWSYTRIPNA-N,CHEMBL1909072,3269,A,8.94,chembl20,774767,9606,HRH1,2055,C1=CC=CC=2SC=3C(N(C12)CCCN4CCC(CC4)C(N)=O)=CC(=CC3)Cl
734,OUBNFHMJUXSZKL-UHFFFAOYNA-N,CHEMBL597528,3269,A,6.02,chembl20,612232,9606,HRH1,2055,C1=CC=C2CC3=C(C=CC=C3)C(CNCCCCC4=CC=CC=C4)C2=C1
735,OUEZWZJJIKBFFV-MRXNPFEDNA-N,71458204,3269,A,9.50031,pubchem,687274,9606,HRH1,2055,ClC1=CC=C(CC2=NN(C[C@@H]3N(CCC3)C)C(=O)C=4C2=NC=CC4)C=C1
736,OSWDQWCAAIWPDM-LBOYIXSDNA-N,CHEMBL1277401,3269,A,6.0,chembl20,685205,9606,HRH1,2055,C12(C3=C(OC=4C(C1=O)=CC(=CC4)Cl)C=CC=C3)CCC(C2)N5CCC(CC5)C(=O)O
737,OQSOOFROGDVPSV-UHFFFAOYNA-N,CHEMBL1669415,3269,A,5.34,chembl20,718096,9606,HRH1,2055,C1=CC=C2C(CC3=CN=CC=N3)=C(CC2=C1)CCN4CC(C4)(F)F
738,OEYDBWKMXFZENQ-UHFFFAOYNA-N,45358442,3269,A,8.60033,pubchem,591512,9606,HRH1,2055,ClC1=CC=C(CC2=NN(C3CCCCN(C3)C)C(=O)C4=C2C=CC=C4)C=C1
739,OUSOPIMSKOMYQI-UHFFFAOYNA-N,CHEMBL1946255,3269,A,6.18,chembl20,802314,9606,HRH1,2055,C(CC1=NC2=C(S1)C=CC=C2)CN3CCCN(C=4C=CC(Cl)=CC4)CC3
740,ORBDOXUKPRMJQT-UHFFFAOYNA-N,CHEMBL97240,3269,A,8.2,chembl20,84418,9606,HRH1,2055,C=1(N(C2=CC=CC=C2N1)CCN3CCOCC3)C(C4CCN(CC4)CCC5(CN(C(C=6C=C(OC)C(=C(C6)OC)OC)=O)CC5)C7=CC(Cl)=C(C=C7)Cl)=O
741,MHAQTEBGBYFXKL-RJULRWLNNA-N,CHEMBL2207667,3269,A,6.6,chembl20,884700,9606,HRH1,2055,C=1(C(=CC=C(C1C(N)=O)OC2CCN(CC2)C[C@@H](CNC(C3=C4C(=C(N=C3)O)C=CC=C4)=O)O)Cl)Cl
742,MJJALKDDGIKVBE-UHFFFAOYNA-N,CHEMBL305660,3269,A,8.48,chembl20,774767,9606,HRH1,2055,C(OC1CCN(CC1)CCCC(C2=CC=C(C(C)(C)C)C=C2)=O)(C3=CC=CC=C3)C4=CC=CC=C4
743,MJKRYUCQHJLOIV-UHFFFAOYNA-N,CHEMBL476839,3269,A,6.36,chembl20,563498,9606,HRH1,2055,C=1(C(OC)=C(OCCF)C=CC1)C(C2CCN(CC2)CCC3=CC=C(C=C3)C)O
744,MJLHCRFMFPSGBF-UHFFFAOYNA-N,CHEMBL402087,3269,A,5.8,chembl20,465005,9606,HRH1,2055,C=1C=CC2=C(C1C=3N(C(SCCCN4CCC=5C(=C(C6=C(C5)N=C(O6)C(C)(C)C)C)CC4)=NN3)C)C=CC(C)=N2
745,MJNYRQGREJARAA-UHFFFAOYNA-N,CHEMBL1824777,3269,A,5.0,chembl20,767137,9606,HRH1,2055,N1(CC2=CC=CC=C2)C3(CC4CC(C3)CC1C4)O
746,MKKJPIHSAMRGEO-YLHGWYNBNA-N,CHEMBL563647,3269,A,7.39,chembl20,577960,9606,HRH1,2055,N1(CCCN2C3=C(SC=4C=CC=CC24)C=CC(C(C(=O)O)CC)=C3)CCN(C=5N(C(N(C(C5)=O)C)=O)C)CCC1
747,MDWHLRMTUWPUOP-UHFFFAOYNA-N,CHEMBL326289,24448,A,5.6,chembl20,84704,10116,HRH1,2055,C1(C2=C(C=C(C=C2)Cl)CCC3=C1N=CC=C3)N4CCN(CC4)C(=O)CC
748,MDWSQWMMLXSJIP-UHFFFAOYNA-N,CHEMBL272702,3269,A,6.0,chembl20,465005,9606,HRH1,2055,C=1C=CC2=C(C1C=3N(C(SCCCN4CCC=5C(CC4)=CC6=C(C5)N(CCO6)C(C)=O)=NN3)C)C=CC(=N2)C
749,PWSIXOXFPXIHAG-SDLMPETONA-N,CHEMBL58239,24448,A,6.04,chembl20,84710,10116,HRH1,2055,N1=CNC=C1CCCCNC(=O)NCCC(C2=CC=C(C=C2)Cl)C3=NC=CC=C3
750,PWWVAXIEGOYWEE-UHFFFAOYNA-N,CHEMBL643,3269,A,9.48,chembl20,774767,9606,HRH1,2055,N1(C2=C(C=CC=C2)SC=3C1=CC=CC3)CC(N(C)C)C
751,PWXLJFASAVPIDI-UHFFFAOYNA-N,46225027,3269,A,7.49485,pubchem,452262,9606,HRH1,2055,FC1=CC=2C3=C(N(C2C=C1)CCC4=CC=C(OC)C=C4)CCN(C3)C
